county,reporting_date,year,month,ipc_phase,ipc_class,class_name,share_crisis_plus,mean_phase,classified_share,spi1_recent,spi3_recent,spi6_recent,spi3_prior,vci_recent,vci_prior1,vci_prior2,vci_trend,season,mean_annual_rain_mm,previous_class,months_since_previous,lead_months,split,is_study_county
Nairobi,2011-01-01,2011,1,1,1,Minimal,0.0,1.0380403787287664,0.9999545666172184,-0.0658501457914382,-0.3876632662872299,-0.4619187184839295,0.4700971541899449,40.30158337676055,58.48782352048688,39.47373220091145,0.8278511758490978,dry_jf,349.07589029272395,,,1,train,False
Nakuru,2011-01-01,2011,1,1,1,Minimal,0.0,1.0036575694214165,0.9999838839897714,-0.7019554662453732,-0.661809238949189,0.1396807022620967,1.317905644016126,34.51423191438732,71.61305061007866,77.04638668774591,-42.53215477335859,dry_jf,337.82261196850334,,,1,train,False
Nandi,2011-01-01,2011,1,1,1,Minimal,0.0,1.0,0.9999550383826554,0.845495397805183,0.3191335222923246,0.5663134734076312,0.9969867599468158,59.9085874052599,68.87382062776375,12.541366689144937,47.367220716114964,dry_jf,636.3375639959971,,,1,train,False
Narok,2011-01-01,2011,1,2,2,Stressed,0.0,1.999313758980872,0.9927452342398364,-0.2429665850816954,-0.0727818198638883,0.0498050719051742,1.5104006762252251,43.74307789524638,26.108182986920628,79.94684981113846,-36.203771915892084,dry_jf,449.4351533314782,,,1,train,False
Nyamira,2011-01-01,2011,1,1,1,Minimal,0.0,1.0000002680268931,0.9999126183478936,0.4130419500706681,-0.1748759457110708,-0.1925301352278951,0.4644489289660204,59.24355452131485,81.79126253551678,54.27016019772236,4.973394323592487,dry_jf,707.0676224501927,,,1,train,False
Nyandarua,2011-01-01,2011,1,1,1,Minimal,0.0,1.0015128223439924,0.9999670976288418,-0.9005808839819984,-0.7272908875390436,-0.2970052907887172,0.7621492698752571,41.14685496311324,74.79849133934063,47.18402144900306,-6.03716648588982,dry_jf,478.59632261521887,,,1,train,False
Nyeri,2011-01-01,2011,1,1,1,Minimal,0.0,1.0011461462883608,0.9999691985825544,-1.106933707483349,-0.9479207405138228,-1.0103175867384149,-0.5267112389441806,43.16687442238712,45.67494778812814,35.25139132271194,7.915483099675178,dry_jf,596.5685209899478,,,1,train,False
Samburu,2011-01-01,2011,1,2,2,Stressed,0.0031421361899039,2.003142136189904,0.9999916919048122,-1.3513038731992428,-1.1590818717402211,-1.1254850423444729,-0.3486296476479072,0.0,0.4560047550834013,30.685287547711752,-30.685287547711752,dry_jf,233.37064745956647,,,1,train,True
Siaya,2011-01-01,2011,1,1,1,Minimal,0.0,1.0,0.7120528602704334,0.0585054874740112,-0.661406487804811,-0.4463738756315433,0.5476708810215625,43.5444639298884,39.40907934189003,49.630727823589,-6.086263893700597,dry_jf,703.9110029852106,,,1,train,False
Taita Taveta,2011-01-01,2011,1,2,2,Stressed,0.0,2.0,0.9966936121354903,-0.536795052733541,-0.8890793869021594,-1.0025347586151223,-1.5429515468413415,34.26364125416427,13.272803111076897,3.868793662752486,30.394847591411782,dry_jf,337.281834884778,,,1,train,False
Tana River,2011-01-01,2011,1,2,2,Stressed,7.918485280193308e-06,2.0000079184852804,0.9998867051494884,-0.7329317556712843,-0.8987019293991912,-0.8425796862949708,-0.7326172322461462,6.545982544769903,20.20428714204441,9.8809056777959,-3.3349231330259963,dry_jf,208.9215702880231,,,1,train,False
Tharaka-Nithi,2011-01-01,2011,1,2,2,Stressed,0.0,1.5767611213866526,0.9999546855032246,-1.396780226256245,-1.0694197027661971,-1.0640822916179065,-0.4195240223982203,0.0,27.74727596351385,19.07193507733689,-19.07193507733689,dry_jf,386.5660928989662,,,1,train,False
Trans Nzoia,2011-01-01,2011,1,1,1,Minimal,0.0,1.000326702784827,0.997800480250134,0.689511424995056,0.1494389312569091,0.4172922833028618,0.6549319627102517,40.93260168684273,67.39181041143588,40.1131834171524,0.8194182696903312,dry_jf,575.422482832226,,,1,train,False
Turkana,2011-01-01,2011,1,2,2,Stressed,0.0,2.0,0.99291897176986,-0.4903722008518644,-0.884927264198033,-0.7788103058762744,-0.3271114218736828,6.812409140531933,9.373170473091028,24.08041076649555,-17.268001625963617,dry_jf,134.93439886021372,,,1,train,True
Uasin Gishu,2011-01-01,2011,1,1,1,Minimal,0.0,1.0040316219426806,0.9999854017785704,-0.1098579360627707,-0.2218140274623036,0.3597255976518366,1.035978678316518,31.0630401498408,49.456204274836224,82.47680297774205,-51.41376282790125,dry_jf,466.5756532543863,,,1,train,False
Vihiga,2011-01-01,2011,1,1,1,Minimal,0.0,1.0,0.999845724163674,0.7273199930045442,-0.083777872576143,0.1679023087343024,0.9281313483161352,55.59802564256901,42.9152749216462,18.28226950854081,37.315756134028206,dry_jf,638.2354464495623,,,1,train,False
Wajir,2011-01-01,2011,1,3,3,Crisis or worse,0.9974644182701038,2.997464418270104,0.9996977952354772,-1.220793390432191,-1.058095011631744,-1.0728566232218022,-0.7134104059673855,0.0,0.0,9.48618019371423,-9.48618019371423,dry_jf,220.92597534518788,,,1,train,True
West Pokot,2011-01-01,2011,1,2,2,Stressed,0.0,1.999918117564205,0.9926957637905496,0.1581245371097797,-0.5538572407112718,-0.0083761212552238,0.3737003472330966,12.342987038112437,14.870709866565006,46.27281168860488,-33.92982465049245,dry_jf,366.78840132412165,,,1,train,False
Baringo,2011-04-01,2011,4,2,2,Stressed,0.0,1.7905838700745127,0.9999705465033716,0.6912309875738737,0.0336334925213677,-0.4302938990482096,-1.3533493994984471,30.67170022995112,4.290810077076152,12.233256145621857,18.438444084329262,long_rains,407.6410955536569,2.0,3.0,1,train,True
Bomet,2011-04-01,2011,4,1,1,Minimal,0.0,1.0015262760758556,1.000004320111171,-0.0690849992563195,-0.4689023065097466,-0.3793742227324163,-0.5278210809344926,53.78760915449242,52.59223238074301,62.94900465391352,-9.161395499421097,long_rains,705.0356352221398,1.0,3.0,1,train,False
Bungoma,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9970604800760164,1.0276030296128642,0.184803567258062,0.5218312832336686,-0.232025014583337,52.07262071241818,31.739847756983316,41.43124907429814,10.641371638120042,long_rains,684.143518918554,1.0,3.0,1,train,False
Busia,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9131560514084084,0.5123296462869898,-0.553053099594444,-0.4859920616499164,-0.8245627016085331,33.24116999079757,4.995802516765752,35.38080598525004,-2.139635994452469,long_rains,504.89251568895395,1.0,3.0,1,train,False
Elgeyo-Marakwet,2011-04-01,2011,4,2,2,Stressed,0.0,1.9977073732362127,0.9999804467311296,0.6527667091217116,-0.1057638251039201,-0.2922726115132794,-1.2005138015707808,34.28969783822693,5.467262837894123,24.62354154097992,9.666156297247007,long_rains,424.00498148048365,2.0,3.0,1,train,False
Embu,2011-04-01,2011,4,2,2,Stressed,0.0,1.744466795362324,0.9999282887249222,-0.6958721459002838,-0.6317844018194827,-0.9275713018379548,-0.903671990257016,18.60648732430586,0.0,0.0,18.60648732430586,long_rains,401.4457023614595,2.0,3.0,1,train,False
Garissa,2011-04-01,2011,4,2,2,Stressed,0.0043636483069202,2.0043636483069203,0.9995464608855014,-1.1293958428556583,-1.1538746347887083,-1.2429221345461614,-0.8903655702118481,0.0,6.850283863411456,10.509001077688666,-10.509001077688666,long_rains,210.6771075185111,2.0,3.0,1,train,False
Homa Bay,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.6683932894055674,-0.5557069259618285,-0.8989859239000976,-0.8966709529022636,-0.8140808036114965,36.282591399314704,14.551867805054234,18.51442839971033,17.768162999604375,long_rains,658.3122810444571,1.0,3.0,1,train,False
Isiolo,2011-04-01,2011,4,3,3,Crisis or worse,0.9951347110504184,2.99506312549807,0.999993878242038,-0.946742007474265,-1.0328570990139505,-1.2896974733753075,-1.2084923144000788,0.0,0.4282388512451869,2.003672451337437,-2.003672451337437,long_rains,121.15801476654195,3.0,3.0,1,train,False
Kajiado,2011-04-01,2011,4,2,2,Stressed,0.0,1.9999952052532517,0.9927236162577764,0.2153694537720581,-0.0285092555134272,-0.4623139124487961,-0.8143127264710552,53.41321497724871,27.60077824490491,21.66194265954987,31.751272317698838,long_rains,244.0590119973267,2.0,3.0,1,train,False
Kakamega,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9999218544222171,0.6509204506702275,-0.1673169493571586,0.0991966011561216,-0.4212865643718209,36.8245233456313,11.023200930284208,48.88544968996622,-12.060926344334923,long_rains,521.962946970816,1.0,3.0,1,train,False
Kericho,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9999310645743662,0.1713810638544979,-0.4920095792162286,-0.4540496367302148,-0.5882177508000836,37.49253195687388,19.2121404701562,48.550205105651024,-11.057673148777141,long_rains,577.6437811642602,1.0,3.0,1,train,False
Kiambu,2011-04-01,2011,4,1,1,Minimal,0.0,1.0032990281440006,0.9999994899103124,-0.1098997772817302,-0.1132048848976516,-0.405434530749088,-0.8819517663557151,45.01515473095338,35.798386937325354,32.49828278938232,12.516871941571054,long_rains,365.1581675938478,1.0,3.0,1,train,False
