county,year,month,ndvi,n_composites,date
Embu,2013,1,0.6227842295898396,4,2013-01-01
Embu,2013,2,0.4712878158844766,4,2013-02-01
Embu,2013,3,0.5043412755716006,4,2013-03-01
Embu,2013,4,0.6362549562872434,3,2013-04-01
Embu,2013,5,0.6319292076247228,4,2013-05-01
Embu,2013,6,0.41358603492674517,4,2013-06-01
Embu,2013,7,0.3573297611841502,4,2013-07-01
Embu,2013,8,0.37368284738230895,4,2013-08-01
Embu,2013,9,0.3946446089774259,4,2013-09-01
Embu,2013,10,0.4014044925792219,3,2013-10-01
Embu,2013,11,0.5521557752671339,4,2013-11-01
Embu,2013,12,0.6172446809983618,4,2013-12-01
Embu,2014,1,0.5142036942716715,4,2014-01-01
Embu,2014,2,0.4631143232859234,4,2014-02-01
Embu,2014,3,0.539858483754513,4,2014-03-01
Embu,2014,4,0.6209322101885282,3,2014-04-01
Embu,2014,5,0.5450820458367769,4,2014-05-01
Embu,2014,6,0.39511675691937437,4,2014-06-01
Embu,2014,7,0.3697188628158845,4,2014-07-01
Embu,2014,8,0.3639566264335321,4,2014-08-01
Embu,2014,9,0.37391744885679923,4,2014-09-01
Embu,2014,10,0.39759398315282785,3,2014-10-01
Embu,2014,11,0.5594783027416528,4,2014-11-01
Embu,2014,12,0.618982064865962,4,2014-12-01
Embu,2015,1,0.49360869220564585,4,2015-01-01
Embu,2015,2,0.4238269324228322,4,2015-02-01
Embu,2015,3,0.42976841155234646,4,2015-03-01
Embu,2015,4,0.6047851584436424,3,2015-04-01
Embu,2015,5,0.5805582129963899,4,2015-05-01
Embu,2015,6,0.529397885911879,4,2015-06-01
Embu,2015,7,0.37084289606077725,4,2015-07-01
Embu,2015,8,0.4090069994055645,4,2015-08-01
Embu,2015,9,0.3821582954924392,4,2015-09-01
Embu,2015,10,0.43069716251286755,3,2015-10-01
Embu,2015,11,0.6425759587084806,4,2015-11-01
Embu,2015,12,0.7121364524007284,4,2015-12-01
Embu,2016,1,0.6359796799472257,4,2016-01-01
Embu,2016,2,0.5455089651022862,4,2016-02-01
Embu,2016,3,0.5571449917721425,4,2016-03-01
Embu,2016,4,0.5762009626955473,4,2016-04-01
Embu,2016,5,0.6293200975744132,3,2016-05-01
Embu,2016,6,0.5181808965102288,4,2016-06-01
Embu,2016,7,0.44511808983225365,4,2016-07-01
Embu,2016,8,0.39791895194496396,4,2016-08-01
Embu,2016,9,0.40104528159569697,4,2016-09-01
Embu,2016,10,0.4120284497919476,4,2016-10-01
Embu,2016,11,0.5737626955475333,3,2016-11-01
Embu,2016,12,0.680937304452467,4,2016-12-01
Embu,2017,1,0.5694474729241876,4,2017-01-01
Embu,2017,2,0.4560642332869385,4,2017-02-01
Embu,2017,3,0.44576964500601657,4,2017-03-01
Embu,2017,4,0.5523242278379462,3,2017-04-01
Embu,2017,5,0.6287499699157637,4,2017-05-01
Embu,2017,6,0.5100453971119135,4,2017-06-01
Embu,2017,7,0.35383071600481336,4,2017-07-01
Embu,2017,8,0.3652304452466908,4,2017-08-01
Embu,2017,9,0.38712247292418744,4,2017-09-01
Embu,2017,10,0.47429233854793407,3,2017-10-01
Embu,2017,11,0.6365283092659446,4,2017-11-01
Embu,2017,12,0.6039395110043062,4,2017-12-01
Embu,2018,1,0.476819887564699,4,2018-01-01
Embu,2018,2,0.42814323104693147,4,2018-02-01
Embu,2018,3,0.5738050240673889,4,2018-03-01
Embu,2018,4,0.6471970718010426,3,2018-04-01
Embu,2018,5,0.6426397412755713,4,2018-05-01
Embu,2018,6,0.5287120647946942,4,2018-06-01
Embu,2018,7,0.5038168419888942,4,2018-07-01
Embu,2018,8,0.3616932503660856,4,2018-08-01
Embu,2018,9,0.4331610606865504,4,2018-09-01
Embu,2018,10,0.445399877778261,3,2018-10-01
Embu,2018,11,0.5785905983517408,4,2018-11-01
Embu,2018,12,0.6688088903628958,4,2018-12-01
Embu,2019,1,0.598717178098677,4,2019-01-01
Embu,2019,2,0.48489799095298153,4,2019-02-01
Embu,2019,3,0.44749079842837075,4,2019-03-01
Embu,2019,4,0.52245743745137,3,2019-04-01
Embu,2019,5,0.5899965102286403,4,2019-05-01
Embu,2019,6,0.5181250300842355,4,2019-06-01
Embu,2019,7,0.44716991576413956,4,2019-07-01
Embu,2019,8,0.40352836943441645,4,2019-08-01
Embu,2019,9,0.40098760529482536,4,2019-09-01
Embu,2019,10,0.5358252707581229,3,2019-10-01
Embu,2019,11,0.681295734861382,4,2019-11-01
Embu,2019,12,0.6970265498219377,4,2019-12-01
Embu,2020,1,0.6595279460441044,4,2020-01-01
Embu,2020,2,0.6493577604642393,4,2020-02-01
Embu,2020,3,0.6511211191335742,4,2020-03-01
Embu,2020,4,0.6514586206559086,4,2020-04-01
Embu,2020,5,0.67199754222457,3,2020-05-01
Embu,2020,6,0.6012142980586604,4,2020-06-01
Embu,2020,7,0.47249618366692053,4,2020-07-01
Embu,2020,8,0.3315817158887381,4,2020-08-01
Embu,2020,9,0.4405945846200687,4,2020-09-01
Embu,2020,10,0.47027373646209386,4,2020-10-01
Embu,2020,11,0.6509963415931049,3,2020-11-01
Embu,2020,12,0.669336610630247,4,2020-12-01
Embu,2021,1,0.6285318259318862,4,2021-01-01
Embu,2021,2,0.5553730746089051,4,2021-02-01
Embu,2021,3,0.5147620637785799,4,2021-03-01
Embu,2021,4,0.6038586673529256,3,2021-04-01
Embu,2021,5,0.6163701390036679,4,2021-05-01
Embu,2021,6,0.4793245487364619,4,2021-06-01
Embu,2021,7,0.3739818648964086,4,2021-07-01
Embu,2021,8,0.3994509131834195,4,2021-08-01
Embu,2021,9,0.3935186457744336,4,2021-09-01
Embu,2021,10,0.4283679993137411,3,2021-10-01
Embu,2021,11,0.5464038360300407,4,2021-11-01
Embu,2021,12,0.6943069451089561,4,2021-12-01
Embu,2022,1,0.6549333395676573,4,2022-01-01
Embu,2022,2,0.5220689419772956,4,2022-02-01
Embu,2022,3,0.4728525270758122,4,2022-03-01
Embu,2022,4,0.5880331109757929,3,2022-04-01
Embu,2022,5,0.6447362214199759,4,2022-05-01
Embu,2022,6,0.49650388177257754,4,2022-06-01
Embu,2022,7,0.3228903329926205,4,2022-07-01
Embu,2022,8,0.3807451867397388,4,2022-08-01
Embu,2022,9,0.3954265631478987,4,2022-09-01
Embu,2022,10,0.3936926624911197,3,2022-10-01
Embu,2022,11,0.5803208483754512,4,2022-11-01
Embu,2022,12,0.6773743874656265,3,2022-12-01
Embu,2023,1,0.5586257802328447,4,2023-01-01
Embu,2023,2,0.4471521254693873,3,2023-02-01
Embu,2023,3,0.4913131167268352,4,2023-03-01
Embu,2023,4,0.6596016847172084,3,2023-04-01
Embu,2023,5,0.6720101383874849,4,2023-05-01
Embu,2023,6,0.5260632069795427,4,2023-06-01
Embu,2023,7,0.41711025872442853,4,2023-07-01
Embu,2023,8,0.44330325641917834,4,2023-08-01
Embu,2023,9,0.4167247593261133,4,2023-09-01
Embu,2023,10,0.44418604091456093,2,2023-10-01
Embu,2023,11,0.6585082796891536,4,2023-11-01
Embu,2023,12,0.7051503767053776,4,2023-12-01
Embu,2024,1,0.6396746632740345,4,2024-01-01
Embu,2024,2,0.5696063051083419,4,2024-02-01
Embu,2024,3,0.5710014681832021,4,2024-03-01
Embu,2024,4,0.6842138047134384,4,2024-04-01
Embu,2024,5,0.7132145649263729,3,2024-05-01
Embu,2024,6,0.6336332514487893,4,2024-06-01
Embu,2024,7,0.5231858793295926,4,2024-07-01
Embu,2024,8,0.47216556254045144,3,2024-08-01
Embu,2024,9,0.46633334796992376,4,2024-09-01
Embu,2024,10,0.4671484214475226,4,2024-10-01
Embu,2024,11,0.6219777365055889,3,2024-11-01
Embu,2024,12,0.6740592797181505,3,2024-12-01
Embu,2025,1,0.6191422595435896,4,2025-01-01
Embu,2025,2,0.5414921633102807,4,2025-02-01
Embu,2025,3,0.6063403105563049,4,2025-03-01
Embu,2025,4,0.7125599775757667,3,2025-04-01
Embu,2025,5,0.6800835684253256,4,2025-05-01
Embu,2025,6,0.5659843606218217,4,2025-06-01
Embu,2025,11,0.6279735258724416,1,2025-11-01
Embu,2025,12,0.6128947051744885,2,2025-12-01
Embu,2026,1,0.5508803048535905,3,2026-01-01
Embu,2026,2,0.5171383287663285,3,2026-02-01
Embu,2026,3,0.6722069035127242,2,2026-03-01
Embu,2026,4,0.6238901807228918,2,2026-04-01
Embu,2026,5,0.6937453558504227,2,2026-05-01
Embu,2026,7,0.5093382681246832,3,2026-07-01
Embu,2026,8,0.4950028950542819,1,2026-08-01
Garissa,2000,12,0.4041640629896575,1,2000-12-01
Garissa,2001,1,0.3512758892196806,2,2001-01-01
Garissa,2001,2,0.30424140159824536,2,2001-02-01
Garissa,2001,3,0.3111124216546544,2,2001-03-01
Garissa,2001,4,0.4364198722970854,2,2001-04-01
Garissa,2001,5,0.398645589157004,2,2001-05-01
Garissa,2001,6,0.2957351300532749,2,2001-06-01
Garissa,2001,7,0.33075116734565946,2,2001-07-01
Garissa,2001,8,0.304969276872454,2,2001-08-01
Garissa,2001,9,0.28529290582889333,2,2001-09-01
Garissa,2001,10,0.28634160137887804,1,2001-10-01
Garissa,2001,11,0.39431479160137906,2,2001-11-01
Garissa,2001,12,0.503408633657161,2,2001-12-01
Garissa,2002,1,0.3938405868066435,2,2002-01-01
Garissa,2002,2,0.3154736328737071,2,2002-02-01
Garissa,2002,3,0.3165593426825448,2,2002-03-01
Garissa,2002,4,0.4508438107176431,2,2002-04-01
Garissa,2002,5,0.484339509558133,2,2002-05-01
Garissa,2002,6,0.39328027655907205,2,2002-06-01
Garissa,2002,7,0.3558331342055784,4,2002-07-01
Garissa,2002,8,0.30852790465371394,4,2002-08-01
Garissa,2002,9,0.3120069746944528,4,2002-09-01
Garissa,2002,10,0.3529710331139664,3,2002-10-01
Garissa,2002,11,0.5009784021466622,4,2002-11-01
Garissa,2002,12,0.49538219210278867,4,2002-12-01
Garissa,2003,1,0.3814186912409902,4,2003-01-01
Garissa,2003,2,0.32227818082105913,4,2003-02-01
Garissa,2003,3,0.31189852514885613,4,2003-03-01
Garissa,2003,4,0.38259538545910354,3,2003-04-01
Garissa,2003,5,0.4257652969288626,4,2003-05-01
Garissa,2003,6,0.39130877272015085,4,2003-06-01
Garissa,2003,7,0.34813545126919476,4,2003-07-01
Garissa,2003,8,0.3106140473205893,4,2003-08-01
Garissa,2003,9,0.2839652146662489,4,2003-09-01
Garissa,2003,10,0.32199205839339856,3,2003-10-01
Garissa,2003,11,0.5020366068630524,4,2003-11-01
Garissa,2003,12,0.49150210553118145,4,2003-12-01
Garissa,2004,1,0.38963355139454753,4,2004-01-01
Garissa,2004,2,0.312705501801943,4,2004-02-01
Garissa,2004,3,0.29572783414290194,4,2004-03-01
Garissa,2004,4,0.37518892980256985,4,2004-04-01
Garissa,2004,5,0.3416049096417007,3,2004-05-01
Garissa,2004,6,0.35847354277655896,4,2004-06-01
Garissa,2004,7,0.3567860388592917,4,2004-07-01
Garissa,2004,8,0.31397804371670324,4,2004-08-01
Garissa,2004,9,0.2880169049670946,4,2004-09-01
Garissa,2004,10,0.33914342486681276,4,2004-10-01
Garissa,2004,11,0.4678776611302622,3,2004-11-01
Garissa,2004,12,0.4548101515982449,4,2004-12-01
Garissa,2005,1,0.3531219014415547,4,2005-01-01
Garissa,2005,2,0.30259516217486676,4,2005-02-01
Garissa,2005,3,0.28576611367909743,4,2005-03-01
Garissa,2005,4,0.35989754256763806,3,2005-04-01
Garissa,2005,5,0.3906534667815731,4,2005-05-01
Garissa,2005,6,0.3302101711845816,4,2005-06-01
Garissa,2005,7,0.33738378838921945,4,2005-07-01
Garissa,2005,8,0.32750358234095867,4,2005-08-01
Garissa,2005,9,0.28084946529301147,4,2005-09-01
Garissa,2005,10,0.2815946385668028,3,2005-10-01
Garissa,2005,11,0.3519526324036349,4,2005-11-01
Garissa,2005,12,0.37644384401441566,4,2005-12-01
Garissa,2006,1,0.31210102240676924,4,2006-01-01
Garissa,2006,2,0.2794737151363206,4,2006-02-01
Garissa,2006,3,0.2854104140551548,4,2006-03-01
Garissa,2006,4,0.3780297216128697,3,2006-04-01
Garissa,2006,5,0.3873884753995607,4,2006-05-01
Garissa,2006,6,0.3335032983390788,4,2006-06-01
Garissa,2006,7,0.29868699271388277,4,2006-07-01
Garissa,2006,8,0.2954084671733001,4,2006-08-01
Garissa,2006,9,0.28210351574741466,4,2006-09-01
Garissa,2006,10,0.36057206988404905,3,2006-10-01
Garissa,2006,11,0.5445122305826737,4,2006-11-01
Garissa,2006,12,0.5927419205872818,4,2006-12-01
Garissa,2007,1,0.4913609102638748,4,2007-01-01
Garissa,2007,2,0.38208053793924013,4,2007-02-01
Garissa,2007,3,0.3421202875274205,4,2007-03-01
Garissa,2007,4,0.38982227619346127,3,2007-04-01
Garissa,2007,5,0.43437206009088086,4,2007-05-01
Garissa,2007,6,0.3813616989188343,4,2007-06-01
Garissa,2007,7,0.34360087355061053,4,2007-07-01
Garissa,2007,8,0.3285750156690692,4,2007-08-01
Garissa,2007,9,0.34287425963647744,4,2007-09-01
Garissa,2007,10,0.3993900919252063,3,2007-10-01
Garissa,2007,11,0.4561372101222182,4,2007-11-01
Garissa,2007,12,0.47521042384832374,4,2007-12-01
Garissa,2008,1,0.40806782748354753,4,2008-01-01
Garissa,2008,2,0.3394968975242871,4,2008-02-01
Garissa,2008,3,0.33590793246631134,4,2008-03-01
Garissa,2008,4,0.4616417756972738,4,2008-04-01
Garissa,2008,5,0.4179786979003446,3,2008-05-01
Garissa,2008,6,0.3732735937010342,4,2008-06-01
Garissa,2008,7,0.3193919891883424,4,2008-07-01
Garissa,2008,8,0.31618377272015097,4,2008-08-01
Garissa,2008,9,0.2977537135694138,4,2008-09-01
Garissa,2008,10,0.3165215586806647,4,2008-10-01
Garissa,2008,11,0.4781014859500689,3,2008-11-01
Garissa,2008,12,0.3972857764023816,4,2008-12-01
Garissa,2009,1,0.3348266197900345,4,2009-01-01
Garissa,2009,2,0.28902536822312774,4,2009-02-01
Garissa,2009,3,0.2851286783140081,4,2009-03-01
Garissa,2009,4,0.36514866551760133,3,2009-04-01
Garissa,2009,5,0.3828000920557816,4,2009-05-01
Garissa,2009,6,0.34334525814791617,4,2009-06-01
Garissa,2009,7,0.30986361642118465,4,2009-07-01
Garissa,2009,8,0.28246678157317506,4,2009-08-01
Garissa,2009,9,0.26234021270761526,4,2009-09-01
Garissa,2009,10,0.35569433040844084,3,2009-10-01
Garissa,2009,11,0.4758430507677843,4,2009-11-01
Garissa,2009,12,0.4514664329363839,4,2009-12-01
Garissa,2010,1,0.3679231804293327,4,2010-01-01
Garissa,2010,2,0.3069124138201189,4,2010-02-01
Garissa,2010,3,0.39725442455343146,4,2010-03-01
Garissa,2010,4,0.46982465266896484,3,2010-04-01
Garissa,2010,5,0.43182445941711073,4,2010-05-01
Garissa,2010,6,0.3480037723284233,4,2010-06-01
Garissa,2010,7,0.3276011085866495,4,2010-07-01
Garissa,2010,8,0.3058635576621748,4,2010-08-01
Garissa,2010,9,0.2848235721560641,4,2010-09-01
Garissa,2010,10,0.2795605113339602,3,2010-10-01
Garissa,2010,11,0.3650433288937639,4,2010-11-01
Garissa,2010,12,0.34320653008461316,4,2010-12-01
Garissa,2011,1,0.3003780770134754,4,2011-01-01
Garissa,2011,2,0.271420422673143,4,2011-02-01
Garissa,2011,3,0.264393859683485,4,2011-03-01
Garissa,2011,4,0.3428020526480729,3,2011-04-01
Garissa,2011,5,0.3680494672516456,4,2011-05-01
Garissa,2011,6,0.30360822821999356,4,2011-06-01
Garissa,2011,7,0.28609001096834863,4,2011-07-01
Garissa,2011,8,0.2661957752272015,4,2011-08-01
Garissa,2011,9,0.26016284667815714,4,2011-09-01
Garissa,2011,10,0.3945977070928653,3,2011-10-01
Garissa,2011,11,0.5463103278752748,4,2011-11-01
Garissa,2011,12,0.5445845052491383,4,2011-12-01
Garissa,2012,1,0.4242533042149794,4,2012-01-01
Garissa,2012,2,0.33233807583829506,4,2012-02-01
Garissa,2012,3,0.30556646231588847,4,2012-03-01
Garissa,2012,4,0.33867101222187423,4,2012-04-01
Garissa,2012,5,0.34243923012639677,3,2012-05-01
Garissa,2012,6,0.30661683641491716,4,2012-06-01
Garissa,2012,7,0.30110377820432455,4,2012-07-01
Garissa,2012,8,0.29060874921654656,4,2012-08-01
Garissa,2012,9,0.2712313440144153,4,2012-09-01
Garissa,2012,10,0.33531768842055776,4,2012-10-01
Garissa,2012,11,0.41198503603885944,3,2012-11-01
Garissa,2012,12,0.4495851222187401,4,2012-12-01
Garissa,2013,1,0.36686005758382983,4,2013-01-01
Garissa,2013,2,0.2927786410999683,4,2013-02-01
Garissa,2013,3,0.3363129876997809,4,2013-03-01
Garissa,2013,4,0.45987911313067964,3,2013-04-01
Garissa,2013,5,0.4184750568003761,4,2013-05-01
Garissa,2013,6,0.35200001371043543,4,2013-06-01
Garissa,2013,7,0.30445752311187757,4,2013-07-01
Garissa,2013,8,0.29505974028517723,4,2013-08-01
Garissa,2013,9,0.2755631130523346,4,2013-09-01
Garissa,2013,10,0.2811104617152404,3,2013-10-01
Garissa,2013,11,0.41032511751801953,4,2013-11-01
Garissa,2013,12,0.4254459025383888,4,2013-12-01
Garissa,2014,1,0.3437310071294264,4,2014-01-01
Garissa,2014,2,0.2891181957066751,4,2014-02-01
Garissa,2014,3,0.32239994124099003,4,2014-03-01
Garissa,2014,4,0.4053485610571397,3,2014-04-01
Garissa,2014,5,0.3920589294108432,4,2014-05-01
Garissa,2014,6,0.33959580068943895,4,2014-06-01
Garissa,2014,7,0.298490054058289,4,2014-07-01
Garissa,2014,8,0.2884684248668128,4,2014-08-01
Garissa,2014,9,0.28483542972422454,4,2014-09-01
Garissa,2014,10,0.3182780972526897,3,2014-10-01
Garissa,2014,11,0.4041496944531495,4,2014-11-01
Garissa,2014,12,0.4069569746944529,4,2014-12-01
Garissa,2015,1,0.3226785079128799,4,2015-01-01
Garissa,2015,2,0.2744815026637418,4,2015-02-01
Garissa,2015,3,0.3201852142745217,4,2015-03-01
Garissa,2015,4,0.44877953097252665,3,2015-04-01
Garissa,2015,5,0.43124468230962043,4,2015-05-01
Garissa,2015,6,0.3482938009244748,4,2015-06-01
Garissa,2015,7,0.31583724537762475,4,2015-07-01
Garissa,2015,8,0.3045614286273897,4,2015-08-01
Garissa,2015,9,0.2776304097461612,4,2015-09-01
Garissa,2015,10,0.33120958163585107,3,2015-10-01
Garissa,2015,11,0.44761778243497313,4,2015-11-01
Garissa,2015,12,0.4950374255719204,4,2015-12-01
Garissa,2016,1,0.38370578188655646,4,2016-01-01
Garissa,2016,2,0.3035802060482612,4,2016-02-01
Garissa,2016,3,0.30136984291758095,4,2016-03-01
Garissa,2016,4,0.371777438498903,4,2016-04-01
Garissa,2016,5,0.4009013449284445,3,2016-05-01
Garissa,2016,6,0.33428742753055474,4,2016-06-01
Garissa,2016,7,0.29248005131620186,4,2016-07-01
Garissa,2016,8,0.2828168853807583,4,2016-08-01
Garissa,2016,9,0.25047199545596993,4,2016-09-01
Garissa,2016,10,0.2615908806016923,4,2016-10-01
Garissa,2016,11,0.3545687558759005,3,2016-11-01
Garissa,2016,12,0.3838897524287059,4,2016-12-01
Garissa,2017,1,0.31546144429645895,4,2017-01-01
Garissa,2017,2,0.27487833163585146,4,2017-02-01
Garissa,2017,3,0.26653310286743986,4,2017-03-01
Garissa,2017,4,0.3288296328214771,3,2017-04-01
Garissa,2017,5,0.36620568003760556,4,2017-05-01
Garissa,2017,6,0.3359110858664993,4,2017-06-01
Garissa,2017,7,0.30355912723284256,4,2017-07-01
Garissa,2017,8,0.2836881502663743,4,2017-08-01
Garissa,2017,9,0.27978249177373865,4,2017-09-01
Garissa,2017,10,0.29123595267941105,3,2017-10-01
Garissa,2017,11,0.39349748119711686,4,2017-11-01
Garissa,2017,12,0.33178372963020963,4,2017-12-01
Garissa,2018,1,0.2779508069570664,4,2018-01-01
Garissa,2018,2,0.2619624431996236,4,2018-02-01
Garissa,2018,3,0.3529417698213725,4,2018-03-01
Garissa,2018,4,0.5211618745429859,3,2018-04-01
Garissa,2018,5,0.521685862582263,4,2018-05-01
Garissa,2018,6,0.4145429763397054,4,2018-06-01
Garissa,2018,7,0.3626175258539644,4,2018-07-01
Garissa,2018,8,0.31194268254465646,4,2018-08-01
Garissa,2018,9,0.30083982685678484,4,2018-09-01
Garissa,2018,10,0.317360004700721,3,2018-10-01
Garissa,2018,11,0.38765417188968954,4,2018-11-01
Garissa,2018,12,0.39020418755875874,4,2018-12-01
Garissa,2019,1,0.3262978611720464,4,2019-01-01
Garissa,2019,2,0.28776436070197436,4,2019-02-01
Garissa,2019,3,0.2813846580225636,4,2019-03-01
Garissa,2019,4,0.3101710827326855,3,2019-04-01
Garissa,2019,5,0.35814038702601125,4,2019-05-01
Garissa,2019,6,0.3290349655280479,4,2019-06-01
Garissa,2019,7,0.29167962237543105,4,2019-07-01
Garissa,2019,8,0.272407107881542,4,2019-08-01
Garissa,2019,9,0.3040119496239422,4,2019-09-01
Garissa,2019,10,0.4166848845711895,3,2019-10-01
Garissa,2019,11,0.5263608841272331,4,2019-11-01
Garissa,2019,12,0.5597835024287066,4,2019-12-01
Garissa,2020,1,0.47271559268254437,4,2020-01-01
Garissa,2020,2,0.40002941476026344,4,2020-02-01
Garissa,2020,3,0.37628771153243523,4,2020-03-01
Garissa,2020,4,0.47935060717643396,4,2020-04-01
Garissa,2020,5,0.4707331714196186,3,2020-05-01
Garissa,2020,6,0.38883252898777837,4,2020-06-01
Garissa,2020,7,0.3455479551864617,4,2020-07-01
Garissa,2020,8,0.30514242792228174,4,2020-08-01
Garissa,2020,9,0.311536642118458,4,2020-09-01
Garissa,2020,10,0.339672132560326,4,2020-10-01
Garissa,2020,11,0.4792903661339188,3,2020-11-01
Garissa,2020,12,0.41208394703854573,4,2020-12-01
Garissa,2021,1,0.34306633500470096,4,2021-01-01
Garissa,2021,2,0.29415913115010994,4,2021-02-01
Garissa,2021,3,0.29021018881228433,4,2021-03-01
Garissa,2021,4,0.38060067376997836,3,2021-04-01
Garissa,2021,5,0.35378152616734626,4,2021-05-01
Garissa,2021,6,0.3081032141178312,4,2021-06-01
Garissa,2021,7,0.2844441789407706,4,2021-07-01
Garissa,2021,8,0.27228177883108756,4,2021-08-01
Garissa,2021,9,0.2693571274678786,4,2021-09-01
Garissa,2021,10,0.27457714405097694,3,2021-10-01
Garissa,2021,11,0.30744203031964923,4,2021-11-01
Garissa,2021,12,0.46822848832654346,4,2021-12-01
Garissa,2022,1,0.430256455656534,4,2022-01-01
Garissa,2022,2,0.3222525227201507,4,2022-02-01
Garissa,2022,3,0.2601403693983078,4,2022-03-01
Garissa,2022,4,0.3397939439047324,3,2022-04-01
Garissa,2022,5,0.3725365030554686,4,2022-05-01
Garissa,2022,6,0.32737751880288307,4,2022-06-01
Garissa,2022,7,0.2943617165465372,4,2022-07-01
Garissa,2022,8,0.2736871650736449,4,2022-08-01
Garissa,2022,9,0.2523832693513006,4,2022-09-01
Garissa,2022,10,0.24979744855322308,3,2022-10-01
Garissa,2022,11,0.37855352358194966,4,2022-11-01
Garissa,2022,12,0.39611610258017355,3,2022-12-01
Garissa,2023,1,0.33022419500156686,4,2023-01-01
Garissa,2023,2,0.28083407239110053,3,2023-02-01
Garissa,2023,3,0.304716703227828,4,2023-03-01
Garissa,2023,4,0.44296653870260067,3,2023-04-01
Garissa,2023,5,0.4399923887496081,4,2023-05-01
Garissa,2023,6,0.3505592878408025,4,2023-06-01
Garissa,2023,7,0.3070542659041051,4,2023-07-01
Garissa,2023,8,0.2964079873080538,4,2023-08-01
Garissa,2023,9,0.2907132912879974,4,2023-09-01
Garissa,2023,10,0.31138132638671256,2,2023-10-01
Garissa,2023,11,0.5271624962918577,4,2023-11-01
Garissa,2023,12,0.5843146245939751,4,2023-12-01
Garissa,2024,1,0.4942301362492534,4,2024-01-01
Garissa,2024,2,0.3857168694973291,4,2024-02-01
Garissa,2024,3,0.37313095827683196,4,2024-03-01
Garissa,2024,4,0.5337918543403295,4,2024-04-01
Garissa,2024,5,0.4931403347957795,3,2024-05-01
Garissa,2024,6,0.3980525070510811,4,2024-06-01
Garissa,2024,7,0.3370018019429645,4,2024-07-01
Garissa,2024,8,0.32223703123367836,3,2024-08-01
Garissa,2024,9,0.3158402949702288,4,2024-09-01
Garissa,2024,10,0.30270428744907546,4,2024-10-01
Garissa,2024,11,0.47390290661234696,3,2024-11-01
Garissa,2024,12,0.4711446542358715,3,2024-12-01
Garissa,2025,1,0.3728320295361954,4,2025-01-01
Garissa,2025,2,0.309561612738953,4,2025-02-01
Garissa,2025,3,0.35905773072704433,4,2025-03-01
Garissa,2025,4,0.4919815183328112,3,2025-04-01
Garissa,2025,5,0.4379070824193044,4,2025-05-01
Garissa,2025,6,0.39810719797869004,4,2025-06-01
Garissa,2025,11,0.3784594092760891,1,2025-11-01
Garissa,2025,12,0.37465084612973965,2,2025-12-01
Garissa,2026,1,0.31425812180089846,3,2026-01-01
Garissa,2026,2,0.3028235297190013,3,2026-02-01
Garissa,2026,3,0.439689247101222,2,2026-03-01
Garissa,2026,4,0.4566978533375114,2,2026-04-01
Garissa,2026,5,0.4101164368536512,2,2026-05-01
Garissa,2026,7,0.33027700564086543,3,2026-07-01
Garissa,2026,8,0.32241879504857396,1,2026-08-01
Homa Bay,2000,12,0.48320166534496406,1,2000-12-01
Homa Bay,2001,1,0.48924951313674614,2,2001-01-01
Homa Bay,2001,2,0.4571294602521087,2,2001-02-01
Homa Bay,2001,3,0.3866967541935624,2,2001-03-01
Homa Bay,2001,4,0.47699073232433786,2,2001-04-01
Homa Bay,2001,5,0.4942876863406789,2,2001-05-01
Homa Bay,2001,6,0.46631906605372175,2,2001-06-01
Homa Bay,2001,7,0.3832599738209461,2,2001-07-01
Homa Bay,2001,8,0.40791507847848163,2,2001-08-01
Homa Bay,2001,9,0.38327309724696,2,2001-09-01
Homa Bay,2001,10,0.3450590483056961,1,2001-10-01
Homa Bay,2001,11,0.46347898369680895,2,2001-11-01
Homa Bay,2001,12,0.5091370335800885,2,2001-12-01
Homa Bay,2002,1,0.41380529751159206,2,2002-01-01
Homa Bay,2002,2,0.3470093062810708,2,2002-02-01
Homa Bay,2002,3,0.4260810705126594,2,2002-03-01
Homa Bay,2002,4,0.5013838622713703,2,2002-04-01
Homa Bay,2002,5,0.5317071249391927,2,2002-05-01
Homa Bay,2002,6,0.4350900526379119,2,2002-06-01
Homa Bay,2002,7,0.3921397120427372,4,2002-07-01
Homa Bay,2002,8,0.3755210673262433,4,2002-08-01
Homa Bay,2002,9,0.3913695210526574,4,2002-09-01
Homa Bay,2002,10,0.36086657863872396,3,2002-10-01
Homa Bay,2002,11,0.5080536092892551,4,2002-11-01
Homa Bay,2002,12,0.4622912214258682,4,2002-12-01
Homa Bay,2003,1,0.45216878257610943,4,2003-01-01
Homa Bay,2003,2,0.3508810095835363,4,2003-02-01
Homa Bay,2003,3,0.35285784552838384,4,2003-03-01
Homa Bay,2003,4,0.44710294743862855,3,2003-04-01
Homa Bay,2003,5,0.5630960332223506,4,2003-05-01
Homa Bay,2003,6,0.5360017781916738,4,2003-06-01
Homa Bay,2003,7,0.47508418107991546,4,2003-07-01
Homa Bay,2003,8,0.41408607241585516,4,2003-08-01
Homa Bay,2003,9,0.42003283935953223,4,2003-09-01
Homa Bay,2003,10,0.4048511278208895,3,2003-10-01
Homa Bay,2003,11,0.44184102399096736,4,2003-11-01
Homa Bay,2003,12,0.4870589252531675,4,2003-12-01
Homa Bay,2004,1,0.39950424121130446,4,2004-01-01
Homa Bay,2004,2,0.3446487117757261,4,2004-02-01
Homa Bay,2004,3,0.36883616364931954,4,2004-03-01
