date,year,month,county,rainfall_mm
1989-03-01,1989,3,Busia,53.31755400468959
1989-04-01,1989,4,Busia,59.27714367218834
1989-05-01,1989,5,Busia,67.75426952341661
1989-06-01,1989,6,Busia,31.95538958381204
1989-07-01,1989,7,Busia,23.918214512381326
1989-08-01,1989,8,Busia,38.23846366188743
1989-09-01,1989,9,Busia,36.79735632503734
1989-10-01,1989,10,Busia,52.483069639154934
1989-11-01,1989,11,Busia,47.67601523169859
1989-12-01,1989,12,Busia,40.992730329380954
1990-01-01,1990,1,Busia,20.383489210975362
1990-02-01,1990,2,Busia,47.460448280375275
1990-03-01,1990,3,Busia,73.17634419323926
1990-04-01,1990,4,Busia,77.0398942264006
1990-05-01,1990,5,Busia,63.550095910057024
1990-06-01,1990,6,Busia,13.980475747011562
1990-07-01,1990,7,Busia,31.217900485278452
1990-08-01,1990,8,Busia,43.31361417719387
1990-09-01,1990,9,Busia,34.482003094678255
1990-10-01,1990,10,Busia,47.79387060971184
1990-11-01,1990,11,Busia,41.54502305627506
1990-12-01,1990,12,Busia,27.25531142535694
1991-01-01,1991,1,Busia,29.369227567458534
1991-02-01,1991,2,Busia,25.607039283303653
1991-03-01,1991,3,Busia,46.306780606030145
1991-04-01,1991,4,Busia,83.49830350008878
1991-05-01,1991,5,Busia,96.50989324396306
1991-06-01,1991,6,Busia,30.58918350138129
1991-07-01,1991,7,Busia,24.311150351947642
1991-08-01,1991,8,Busia,38.34896528274618
1991-09-01,1991,9,Busia,32.22519928631298
1991-10-01,1991,10,Busia,73.62197631183155
1991-11-01,1991,11,Busia,40.181620633538394
1991-12-01,1991,12,Busia,16.400092527828114
1992-01-01,1992,1,Busia,5.761998727359874
1992-02-01,1992,2,Busia,23.964423031730448
1992-03-01,1992,3,Busia,27.76575596447297
1992-04-01,1992,4,Busia,76.31713932465742
1992-05-01,1992,5,Busia,70.87884048217121
1992-06-01,1992,6,Busia,53.312941260516325
1992-07-01,1992,7,Busia,33.1499649700634
1992-08-01,1992,8,Busia,30.505080319980888
1992-09-01,1992,9,Busia,34.65393666150098
1992-10-01,1992,10,Busia,51.93348465373809
1992-11-01,1992,11,Busia,45.339828124020826
1992-12-01,1992,12,Busia,27.54706400090998
1993-01-01,1993,1,Busia,28.347706310251816
1993-02-01,1993,2,Busia,26.23997772951177
1993-03-01,1993,3,Busia,34.23936927509818
1993-04-01,1993,4,Busia,57.79222678118211
1993-05-01,1993,5,Busia,81.33356422791506
1993-06-01,1993,6,Busia,45.49515537527156
1993-07-01,1993,7,Busia,14.536597083596622
1993-08-01,1993,8,Busia,26.750687900074027
1993-09-01,1993,9,Busia,36.35481619197417
1993-10-01,1993,10,Busia,32.61318754512359
1993-11-01,1993,11,Busia,31.986425430379448
1993-12-01,1993,12,Busia,15.806378481859829
1994-01-01,1994,1,Busia,12.925090004416074
1994-02-01,1994,2,Busia,12.02626162034305
1994-03-01,1994,3,Busia,66.473824077749
1994-04-01,1994,4,Busia,62.45681713736631
1994-05-01,1994,5,Busia,82.61385635131184
1994-06-01,1994,6,Busia,39.73129403017421
1994-07-01,1994,7,Busia,33.1305986700211
1994-08-01,1994,8,Busia,31.00206666834214
1994-09-01,1994,9,Busia,31.56297143130379
1994-10-01,1994,10,Busia,46.96240030380494
1994-11-01,1994,11,Busia,77.86812346759326
1994-12-01,1994,12,Busia,19.018140282860415
1995-01-01,1995,1,Busia,14.448798745711219
1995-02-01,1995,2,Busia,29.089482924517462
1995-03-01,1995,3,Busia,49.43375368169285
1995-04-01,1995,4,Busia,88.44695775649127
1995-05-01,1995,5,Busia,66.75344799674131
1995-06-01,1995,6,Busia,43.9147125080945
1995-07-01,1995,7,Busia,37.88217167165828
1995-08-01,1995,8,Busia,30.678841606180935
1995-09-01,1995,9,Busia,45.78878302752653
1995-10-01,1995,10,Busia,67.76932472596194
1995-11-01,1995,11,Busia,42.693949469908034
1995-12-01,1995,12,Busia,17.76955499496052
1996-01-01,1996,1,Busia,23.886094445213278
1996-02-01,1996,2,Busia,34.66748667018299
1996-03-01,1996,3,Busia,67.59158023283443
1996-04-01,1996,4,Busia,82.47554171149106
1996-05-01,1996,5,Busia,67.77337034500856
1996-06-01,1996,6,Busia,29.727118242233196
1996-07-01,1996,7,Busia,25.598279902004304
1996-08-01,1996,8,Busia,37.02403232758058
1996-09-01,1996,9,Busia,53.281930750066586
1996-10-01,1996,10,Busia,50.44574827306411
1996-11-01,1996,11,Busia,52.53127056264622
1996-12-01,1996,12,Busia,13.002498106522994
1997-01-01,1997,1,Busia,17.261468224346956
1997-02-01,1997,2,Busia,1.54482271454551
1997-03-01,1997,3,Busia,36.78121507614054
1997-04-01,1997,4,Busia,86.7547276134797
1997-05-01,1997,5,Busia,51.096424775965076
1997-06-01,1997,6,Busia,39.19043399178408
1997-07-01,1997,7,Busia,28.753754182295367
1997-08-01,1997,8,Busia,34.176665729379906
1997-09-01,1997,9,Busia,15.650151971827217
1997-10-01,1997,10,Busia,67.97385467692493
1997-11-01,1997,11,Busia,64.07799436191824
1997-12-01,1997,12,Busia,70.4952953563017
1998-01-01,1998,1,Busia,55.691553166843356
1998-02-01,1998,2,Busia,19.799914722136634
1998-03-01,1998,3,Busia,32.584620062680166
1998-04-01,1998,4,Busia,86.93168615657378
1998-05-01,1998,5,Busia,66.61646935774043
1998-06-01,1998,6,Busia,39.665527466146706
1998-07-01,1998,7,Busia,25.4315993569114
1998-08-01,1998,8,Busia,25.98817560124525
1998-09-01,1998,9,Busia,45.893378966632376
1998-10-01,1998,10,Busia,58.8707141978218
1998-11-01,1998,11,Busia,31.068123791944533
1998-12-01,1998,12,Busia,6.281360613471047
1999-01-01,1999,1,Busia,24.344395867006025
1999-02-01,1999,2,Busia,5.095245060436229
1999-03-01,1999,3,Busia,81.2696829403148
1999-04-01,1999,4,Busia,70.1114468498026
1999-05-01,1999,5,Busia,64.25258252964937
1999-06-01,1999,6,Busia,29.723357736108138
1999-07-01,1999,7,Busia,27.01135182508173
1999-08-01,1999,8,Busia,42.113674082220555
1999-09-01,1999,9,Busia,43.38529923382927
1999-10-01,1999,10,Busia,62.31235447031929
1999-11-01,1999,11,Busia,42.0695603314568
1999-12-01,1999,12,Busia,33.71764441097484
2000-01-01,2000,1,Busia,11.79921425600103
2000-02-01,2000,2,Busia,7.393058501462885
2000-03-01,2000,3,Busia,30.567206153257647
2000-04-01,2000,4,Busia,62.13359681807737
2000-05-01,2000,5,Busia,60.35078303699187
2000-06-01,2000,6,Busia,28.167961691790087
2000-07-01,2000,7,Busia,25.451470339361997
2000-08-01,2000,8,Busia,32.132225730202414
2000-09-01,2000,9,Busia,39.347853798279786
2000-10-01,2000,10,Busia,55.52987287388766
2000-11-01,2000,11,Busia,47.01376000062667
2000-12-01,2000,12,Busia,31.834876769366748
2001-01-01,2001,1,Busia,42.403080578156334
2001-02-01,2001,2,Busia,14.809436328908339
2001-03-01,2001,3,Busia,50.483370000665836
2001-04-01,2001,4,Busia,81.61928219718729
2001-05-01,2001,5,Busia,68.9472887987759
2001-06-01,2001,6,Busia,46.81584412273876
2001-07-01,2001,7,Busia,28.004916634789126
2001-08-01,2001,8,Busia,32.27559102920287
2001-09-01,2001,9,Busia,49.91672915698373
2001-10-01,2001,10,Busia,51.228423093092
2001-11-01,2001,11,Busia,51.21651974846335
2001-12-01,2001,12,Busia,7.525650187609667
2002-01-01,2002,1,Busia,21.62267774694106
2002-02-01,2002,2,Busia,10.505288883964008
2002-03-01,2002,3,Busia,65.03740410626253
2002-04-01,2002,4,Busia,99.67441057011405
2002-05-01,2002,5,Busia,63.57360440014518
2002-06-01,2002,6,Busia,33.16193822360931
2002-07-01,2002,7,Busia,25.325841465098335
2002-08-01,2002,8,Busia,27.32640197060325
2002-09-01,2002,9,Busia,31.685159448633858
2002-10-01,2002,10,Busia,60.033455466204146
2002-11-01,2002,11,Busia,67.6930096468186
2002-12-01,2002,12,Busia,54.0906190515202
2003-01-01,2003,1,Busia,15.449751359256194
2003-02-01,2003,2,Busia,15.784249249626608
2003-03-01,2003,3,Busia,44.91254722880807
2003-04-01,2003,4,Busia,66.47727901030352
2003-05-01,2003,5,Busia,87.51833094632562
2003-06-01,2003,6,Busia,61.15358558695584
2003-07-01,2003,7,Busia,37.2366002332718
2003-08-01,2003,8,Busia,46.967384501574514
2003-09-01,2003,9,Busia,28.95280958369454
2003-10-01,2003,10,Busia,42.370184709681546
2003-11-01,2003,11,Busia,41.167716204801344
2003-12-01,2003,12,Busia,27.13737304197913
2004-01-01,2004,1,Busia,25.21163128531553
2004-02-01,2004,2,Busia,17.496885330281792
2004-03-01,2004,3,Busia,32.2138901572814
2004-04-01,2004,4,Busia,75.73649980677641
2004-05-01,2004,5,Busia,38.81691036122368
2004-06-01,2004,6,Busia,29.88655647237033
2004-07-01,2004,7,Busia,18.126411213594324
2004-08-01,2004,8,Busia,39.99329729131199
2004-09-01,2004,9,Busia,49.07098678344074
2004-10-01,2004,10,Busia,53.90750660615809
2004-11-01,2004,11,Busia,37.33510336646422
2004-12-01,2004,12,Busia,28.88757556772487
2005-01-01,2005,1,Busia,18.42237358297256
2005-02-01,2005,2,Busia,14.590781267951517
2005-03-01,2005,3,Busia,41.481736902247135
2005-04-01,2005,4,Busia,62.47388837681735
2005-05-01,2005,5,Busia,80.47862431327289
2005-06-01,2005,6,Busia,32.08611020174894
2005-07-01,2005,7,Busia,33.933623900388014
2005-08-01,2005,8,Busia,36.452874168355194
2005-09-01,2005,9,Busia,35.221903510272185
2005-10-01,2005,10,Busia,44.87600336737811
2005-11-01,2005,11,Busia,29.429167375207584
2005-12-01,2005,12,Busia,5.853888101118772
2006-01-01,2006,1,Busia,12.840320923749138
2006-02-01,2006,2,Busia,26.725747419551094
2006-03-01,2006,3,Busia,62.286689146317265
2006-04-01,2006,4,Busia,103.08245482419264
2006-05-01,2006,5,Busia,75.98501905145493
2006-06-01,2006,6,Busia,42.82695937539167
2006-07-01,2006,7,Busia,25.42029089086196
2006-08-01,2006,8,Busia,26.761408229562687
2006-09-01,2006,9,Busia,56.37747161783636
2006-10-01,2006,10,Busia,50.019910842977104
2006-11-01,2006,11,Busia,119.35686146129261
2006-12-01,2006,12,Busia,88.81740060082095
2007-01-01,2007,1,Busia,17.74526267638181
2007-02-01,2007,2,Busia,41.69815079796123
2007-03-01,2007,3,Busia,54.08961384819153
2007-04-01,2007,4,Busia,51.298611401236634
2007-05-01,2007,5,Busia,76.07189508937897
2007-06-01,2007,6,Busia,32.131176586457116
2007-07-01,2007,7,Busia,52.696461845846734
2007-08-01,2007,8,Busia,47.60029092064516
2007-09-01,2007,9,Busia,56.919103449041195
2007-10-01,2007,10,Busia,49.835475146451735
2007-11-01,2007,11,Busia,44.85196326760685
2007-12-01,2007,12,Busia,22.305229809194962
2008-01-01,2008,1,Busia,15.660075488575002
2008-02-01,2008,2,Busia,19.25613815389215
2008-03-01,2008,3,Busia,45.02519160795977
2008-04-01,2008,4,Busia,57.713249002548466
2008-05-01,2008,5,Busia,74.20179732215595
2008-06-01,2008,6,Busia,32.938820272843465
2008-07-01,2008,7,Busia,45.603162102520784
2008-08-01,2008,8,Busia,51.15655121828783
2008-09-01,2008,9,Busia,45.7214885038488
2008-10-01,2008,10,Busia,65.53179099343039
2008-11-01,2008,11,Busia,39.651722056342955
2008-12-01,2008,12,Busia,9.564949933220358
2009-01-01,2009,1,Busia,23.371848407276175
2009-02-01,2009,2,Busia,13.981551257046787
2009-03-01,2009,3,Busia,27.64519398735169
2009-04-01,2009,4,Busia,101.57711604317242
2009-05-01,2009,5,Busia,56.65598476634306
2009-06-01,2009,6,Busia,21.096728595182856
2009-07-01,2009,7,Busia,16.336874941453576
2009-08-01,2009,8,Busia,27.44852522987733
2009-09-01,2009,9,Busia,54.31494571053408
2009-10-01,2009,10,Busia,40.17485695089248
2009-11-01,2009,11,Busia,49.09879160182361
2009-12-01,2009,12,Busia,59.760365654440484
2010-01-01,2010,1,Busia,20.234630564317346
2010-02-01,2010,2,Busia,50.43869850852273
2010-03-01,2010,3,Busia,60.93894338352795
2010-04-01,2010,4,Busia,80.14323849601541
2010-05-01,2010,5,Busia,80.22246041527407
2010-06-01,2010,6,Busia,42.893455607368345
2010-07-01,2010,7,Busia,23.170285658402875
2010-08-01,2010,8,Busia,33.58689811012962
2010-09-01,2010,9,Busia,45.489591588311015
2010-10-01,2010,10,Busia,59.01017924426074
2010-11-01,2010,11,Busia,31.103410567829314
2010-12-01,2010,12,Busia,29.08784386945918
2011-01-01,2011,1,Busia,8.081216689737085
2011-02-01,2011,2,Busia,9.968435154879156
2011-03-01,2011,3,Busia,55.41843353108289
2011-04-01,2011,4,Busia,56.51376122459371
2011-05-01,2011,5,Busia,70.17244740858435
2011-06-01,2011,6,Busia,46.01694435486819
2011-07-01,2011,7,Busia,27.537242155024074
2011-08-01,2011,8,Busia,60.79068364434064
2011-09-01,2011,9,Busia,38.255628616414604
2011-10-01,2011,10,Busia,71.00584990965491
2011-11-01,2011,11,Busia,81.5590193641377
2011-12-01,2011,12,Busia,24.801419202019186
2012-01-01,2012,1,Busia,2.9793515638871626
2012-02-01,2012,2,Busia,9.89759490069221
2012-03-01,2012,3,Busia,20.3467753201245
2012-04-01,2012,4,Busia,87.51311847870363
2012-05-01,2012,5,Busia,78.1115955209987
2012-06-01,2012,6,Busia,49.53117048294149
2012-07-01,2012,7,Busia,34.023803506943
2012-08-01,2012,8,Busia,39.282879446917036
2012-09-01,2012,9,Busia,68.55976871755671
2012-10-01,2012,10,Busia,69.82937165122618
2012-11-01,2012,11,Busia,76.42956143139519
2012-12-01,2012,12,Busia,65.11303168312114
2013-01-01,2013,1,Busia,16.006642713903744
2013-02-01,2013,2,Busia,14.659749892943683
2013-03-01,2013,3,Busia,64.52473221233184
2013-04-01,2013,4,Busia,93.97238811962107
2013-05-01,2013,5,Busia,56.888072661537535
2013-06-01,2013,6,Busia,29.414047526803245
2013-07-01,2013,7,Busia,23.909509036630233
2013-08-01,2013,8,Busia,38.67954860014074
2013-09-01,2013,9,Busia,61.55375956979027
2013-10-01,2013,10,Busia,48.99686746036305
2013-11-01,2013,11,Busia,34.65741623659185
2013-12-01,2013,12,Busia,30.82734616937484
2014-01-01,2014,1,Busia,18.167535363671615
2014-02-01,2014,2,Busia,25.29760938022226
2014-03-01,2014,3,Busia,43.696358135039794
2014-04-01,2014,4,Busia,54.382747711344834
2014-05-01,2014,5,Busia,88.67652052609041
2014-06-01,2014,6,Busia,45.47416980763808
2014-07-01,2014,7,Busia,36.80506686858315
2014-08-01,2014,8,Busia,51.513401174290294
2014-09-01,2014,9,Busia,41.88053645169671
2014-10-01,2014,10,Busia,79.52888341893487
2014-11-01,2014,11,Busia,47.02895281786587
2014-12-01,2014,12,Busia,24.18289470162621
2015-01-01,2015,1,Busia,2.4011244748365432
2015-02-01,2015,2,Busia,10.49968884717972
2015-03-01,2015,3,Busia,31.420426720603903
2015-04-01,2015,4,Busia,98.3121798102231
2015-05-01,2015,5,Busia,82.12016475901885
2015-06-01,2015,6,Busia,63.29446586568088
2015-07-01,2015,7,Busia,27.34800747754102
2015-08-01,2015,8,Busia,18.122479311285172
2015-09-01,2015,9,Busia,49.3605296905028
2015-10-01,2015,10,Busia,92.30960034049131
2015-11-01,2015,11,Busia,92.31705723726813
2015-12-01,2015,12,Busia,51.325454222327245
2016-01-01,2016,1,Busia,27.518405608314882
2016-02-01,2016,2,Busia,7.8709142858331855
2016-03-01,2016,3,Busia,26.31223739787219
2016-04-01,2016,4,Busia,120.6636174655853
2016-05-01,2016,5,Busia,70.29953296681776
2016-06-01,2016,6,Busia,38.2439227996663
2016-07-01,2016,7,Busia,24.34907256345698
2016-08-01,2016,8,Busia,22.84266719716118
2016-09-01,2016,9,Busia,31.91696211870979
2016-10-01,2016,10,Busia,28.277994247681317
2016-11-01,2016,11,Busia,41.35100265747723
2016-12-01,2016,12,Busia,6.310431699701809
2017-01-01,2017,1,Busia,16.020538809465215
2017-02-01,2017,2,Busia,68.15692106032753
2017-03-01,2017,3,Busia,33.04070783808907
2017-04-01,2017,4,Busia,70.72809531471945
2017-05-01,2017,5,Busia,102.2893824449835
2017-06-01,2017,6,Busia,34.55387305193406
2017-07-01,2017,7,Busia,37.7386705939145
2017-08-01,2017,8,Busia,47.503806537485374
2017-09-01,2017,9,Busia,50.69746325487759
2017-10-01,2017,10,Busia,51.42664210681609
2017-11-01,2017,11,Busia,54.98619132628416
2017-12-01,2017,12,Busia,6.356959620899057
2018-01-01,2018,1,Busia,6.94002505419726
2018-02-01,2018,2,Busia,24.39500725078073
2018-03-01,2018,3,Busia,73.44195572960186
2018-04-01,2018,4,Busia,99.08208681810349
2018-05-01,2018,5,Busia,89.8891141350894
2018-06-01,2018,6,Busia,41.53607765238553
2018-07-01,2018,7,Busia,24.401586991580412
2018-08-01,2018,8,Busia,30.50466306961794
2018-09-01,2018,9,Busia,26.35928722116399
2018-10-01,2018,10,Busia,56.18434869286848
2018-11-01,2018,11,Busia,35.0325170506768
2018-12-01,2018,12,Busia,46.292280350139436
2019-01-01,2019,1,Busia,5.966926227916371
2019-02-01,2019,2,Busia,30.12172001313398
2019-03-01,2019,3,Busia,41.52904045390573
2019-04-01,2019,4,Busia,71.043661515343
2019-05-01,2019,5,Busia,75.03277604210186
2019-06-01,2019,6,Busia,44.35765410234584
2019-07-01,2019,7,Busia,35.157933321866125
2019-08-01,2019,8,Busia,41.072447628898416
2019-09-01,2019,9,Busia,49.085988417028744
2019-10-01,2019,10,Busia,127.14236246200807
2019-11-01,2019,11,Busia,77.31521043420476
2019-12-01,2019,12,Busia,81.82833715428643
2020-01-01,2020,1,Busia,36.66281307444853
2020-02-01,2020,2,Busia,26.57797027016706
2020-03-01,2020,3,Busia,109.10403654537099
2020-04-01,2020,4,Busia,89.4653946983623
2020-05-01,2020,5,Busia,68.85728511708305
2020-06-01,2020,6,Busia,58.07739357769808
2020-07-01,2020,7,Busia,40.48527669651623
2020-08-01,2020,8,Busia,55.052911850220376
2020-09-01,2020,9,Busia,68.91791946492731
2020-10-01,2020,10,Busia,85.45397981857872
2020-11-01,2020,11,Busia,144.21885167086188
2020-12-01,2020,12,Busia,17.715565115372765
2021-01-01,2021,1,Busia,24.727049271690653
2021-02-01,2021,2,Busia,27.213584532712233
2021-03-01,2021,3,Busia,29.583514738847864
2021-04-01,2021,4,Busia,119.29055345504679
2021-05-01,2021,5,Busia,86.38854376645011
2021-06-01,2021,6,Busia,36.20447144533861
2021-07-01,2021,7,Busia,19.562520817639356
2021-08-01,2021,8,Busia,40.95943581484218
2021-09-01,2021,9,Busia,56.51439148602001
2021-10-01,2021,10,Busia,52.0264531507849
2021-11-01,2021,11,Busia,30.238078071471843
2021-12-01,2021,12,Busia,17.177028146019595
2022-01-01,2022,1,Busia,34.293428594415836
2022-02-01,2022,2,Busia,60.101773185525985
2022-03-01,2022,3,Busia,46.777882091501816
2022-04-01,2022,4,Busia,65.74139942842372
2022-05-01,2022,5,Busia,72.62124927541151
2022-06-01,2022,6,Busia,29.17961720349317
2022-07-01,2022,7,Busia,22.793700427295054
2022-08-01,2022,8,Busia,60.3847855348638
2022-09-01,2022,9,Busia,52.31852640570166
2022-10-01,2022,10,Busia,33.04433373843922
2022-11-01,2022,11,Busia,57.137943206623916
2022-12-01,2022,12,Busia,47.461632672478174
2023-01-01,2023,1,Busia,5.713073419377128
2023-02-01,2023,2,Busia,7.230642629817208
2023-03-01,2023,3,Busia,68.47497640191553
2023-04-01,2023,4,Busia,100.0336423659707
2023-05-01,2023,5,Busia,72.43088764047877
2023-06-01,2023,6,Busia,56.57257096397686
2023-07-01,2023,7,Busia,20.730087866757643
2023-08-01,2023,8,Busia,36.208613869978144
2023-09-01,2023,9,Busia,55.524693045386655
2023-10-01,2023,10,Busia,86.44724106406146
2023-11-01,2023,11,Busia,70.61190763259316
2023-12-01,2023,12,Busia,30.68119722254136
2024-01-01,2024,1,Busia,46.93855179567388
2024-02-01,2024,2,Busia,50.6390183392693
2024-03-01,2024,3,Busia,39.31546220422428
2024-04-01,2024,4,Busia,99.65848382144051
2024-05-01,2024,5,Busia,68.60327748181348
2024-06-01,2024,6,Busia,26.868973941089
2024-07-01,2024,7,Busia,32.19335639668021
2024-08-01,2024,8,Busia,38.648669339756275
2024-09-01,2024,9,Busia,49.157351488735586
2024-10-01,2024,10,Busia,57.93834017177316
2024-11-01,2024,11,Busia,102.48502753762638
2024-12-01,2024,12,Busia,20.65288282588204
2025-01-01,2025,1,Busia,24.25434110508883
2025-02-01,2025,2,Busia,6.649981253924854
2025-03-01,2025,3,Busia,58.27276391014058
2025-04-01,2025,4,Busia,76.17585534080465
2025-05-01,2025,5,Busia,106.75707599823488
2025-06-01,2025,6,Busia,41.581917217071044
2025-07-01,2025,7,Busia,56.29964653055936
2025-08-01,2025,8,Busia,28.041976826713686
2025-09-01,2025,9,Busia,42.23079452922637
2025-10-01,2025,10,Busia,71.48564066351416
2025-11-01,2025,11,Busia,21.695001204383566
2025-12-01,2025,12,Busia,51.6620434439756
2026-01-01,2026,1,Busia,5.190918560334068
2026-02-01,2026,2,Busia,119.6951116062103
2026-03-01,2026,3,Busia,90.57086801783923
2026-04-01,2026,4,Busia,74.44302196808677
2026-05-01,2026,5,Busia,46.6059502994313
2026-06-01,2026,6,Busia,16.35783294432941
2026-07-01,2026,7,Busia,18.16615441266228
2026-08-01,2026,8,Busia,20.691526769954255
1981-01-01,1981,1,Elgeyo-Marakwet,2.998458878861533
1981-02-01,1981,2,Elgeyo-Marakwet,7.551055216126972
1981-03-01,1981,3,Elgeyo-Marakwet,77.84154431025188
1981-04-01,1981,4,Elgeyo-Marakwet,82.65793487760756
1981-05-01,1981,5,Elgeyo-Marakwet,34.265812807612946
1981-06-01,1981,6,Elgeyo-Marakwet,24.105335341559517
1981-07-01,1981,7,Elgeyo-Marakwet,57.76448943879869
1981-08-01,1981,8,Elgeyo-Marakwet,56.216749853558014
1981-09-01,1981,9,Elgeyo-Marakwet,37.978014124764336
1981-10-01,1981,10,Elgeyo-Marakwet,19.653232779767777
1981-11-01,1981,11,Elgeyo-Marakwet,14.288455095556047
1981-12-01,1981,12,Elgeyo-Marakwet,9.169683323966133
1982-01-01,1982,1,Elgeyo-Marakwet,7.181896547476451
1982-02-01,1982,2,Elgeyo-Marakwet,13.863373200098673
1982-03-01,1982,3,Elgeyo-Marakwet,21.776014977031284
1982-04-01,1982,4,Elgeyo-Marakwet,74.85762045118544
1982-05-01,1982,5,Elgeyo-Marakwet,86.24931038750543
1982-06-01,1982,6,Elgeyo-Marakwet,19.933906184302437
1982-07-01,1982,7,Elgeyo-Marakwet,34.58978923161825
1982-08-01,1982,8,Elgeyo-Marakwet,49.08596444129944
1982-09-01,1982,9,Elgeyo-Marakwet,21.467546370294357
1982-10-01,1982,10,Elgeyo-Marakwet,45.862761391533745
1982-11-01,1982,11,Elgeyo-Marakwet,76.22190793355306
1982-12-01,1982,12,Elgeyo-Marakwet,21.479027953412796
1983-01-01,1983,1,Elgeyo-Marakwet,4.707170132133696
1983-02-01,1983,2,Elgeyo-Marakwet,21.84442725446489
1983-03-01,1983,3,Elgeyo-Marakwet,12.294501264890036
1983-04-01,1983,4,Elgeyo-Marakwet,46.08372577031454
1983-05-01,1983,5,Elgeyo-Marakwet,50.26506047778659
1983-06-01,1983,6,Elgeyo-Marakwet,41.553063260184395
1983-07-01,1983,7,Elgeyo-Marakwet,43.23512148857117
1983-08-01,1983,8,Elgeyo-Marakwet,91.94499312506781
1983-09-01,1983,9,Elgeyo-Marakwet,32.303748024834526
1983-10-01,1983,10,Elgeyo-Marakwet,57.098615672853256
1983-11-01,1983,11,Elgeyo-Marakwet,26.15884252389272
1983-12-01,1983,12,Elgeyo-Marakwet,17.18071214358012
1984-01-01,1984,1,Elgeyo-Marakwet,4.405360629161199
1984-02-01,1984,2,Elgeyo-Marakwet,4.183312652839555
1984-03-01,1984,3,Elgeyo-Marakwet,8.48138013150957
1984-04-01,1984,4,Elgeyo-Marakwet,31.267609728707207
1984-05-01,1984,5,Elgeyo-Marakwet,14.701645069652134
1984-06-01,1984,6,Elgeyo-Marakwet,21.514816456370884
1984-07-01,1984,7,Elgeyo-Marakwet,42.02764222357008
1984-08-01,1984,8,Elgeyo-Marakwet,26.25955057144165
1984-09-01,1984,9,Elgeyo-Marakwet,22.07085292869144
1984-10-01,1984,10,Elgeyo-Marakwet,21.07135435607698
1984-11-01,1984,11,Elgeyo-Marakwet,36.629241824150085
1984-12-01,1984,12,Elgeyo-Marakwet,12.91004706091351
1985-01-01,1985,1,Elgeyo-Marakwet,10.702646255493164
1985-02-01,1985,2,Elgeyo-Marakwet,14.456444018416935
1985-03-01,1985,3,Elgeyo-Marakwet,39.57356799973382
1985-04-01,1985,4,Elgeyo-Marakwet,103.44665209452312
1985-05-01,1985,5,Elgeyo-Marakwet,72.98719840579562
1985-06-01,1985,6,Elgeyo-Marakwet,33.91342912779914
1985-07-01,1985,7,Elgeyo-Marakwet,45.59769132402208
1985-08-01,1985,8,Elgeyo-Marakwet,36.20215733846029
1985-09-01,1985,9,Elgeyo-Marakwet,13.986909177568224
1985-10-01,1985,10,Elgeyo-Marakwet,14.098134921656715
1985-11-01,1985,11,Elgeyo-Marakwet,31.01514955361684
1985-12-01,1985,12,Elgeyo-Marakwet,5.357983105712467
1986-01-01,1986,1,Elgeyo-Marakwet,4.635456414686309
1986-02-01,1986,2,Elgeyo-Marakwet,5.5085089802742
1986-03-01,1986,3,Elgeyo-Marakwet,26.212706526120503
1986-04-01,1986,4,Elgeyo-Marakwet,74.02971177630954
1986-05-01,1986,5,Elgeyo-Marakwet,41.25542916191949
1986-06-01,1986,6,Elgeyo-Marakwet,35.89326932695177
1986-07-01,1986,7,Elgeyo-Marakwet,35.64365606837802
1986-08-01,1986,8,Elgeyo-Marakwet,31.39851242966122
1986-09-01,1986,9,Elgeyo-Marakwet,24.577678110864426
1986-10-01,1986,10,Elgeyo-Marakwet,21.201346622573006
1986-11-01,1986,11,Elgeyo-Marakwet,11.937352319558462
1986-12-01,1986,12,Elgeyo-Marakwet,10.453460223144955
1987-01-01,1987,1,Elgeyo-Marakwet,11.359056386682722
1987-02-01,1987,2,Elgeyo-Marakwet,16.974572572443222
1987-03-01,1987,3,Elgeyo-Marakwet,36.963824563556244
1987-04-01,1987,4,Elgeyo-Marakwet,37.514622900221084
1987-05-01,1987,5,Elgeyo-Marakwet,78.62626976437039
1987-06-01,1987,6,Elgeyo-Marakwet,44.57412367396884
1987-07-01,1987,7,Elgeyo-Marakwet,18.165152165624832
1987-08-01,1987,8,Elgeyo-Marakwet,37.014407528771294
1987-09-01,1987,9,Elgeyo-Marakwet,13.31394648551941
1987-10-01,1987,10,Elgeyo-Marakwet,23.50738735993703
1987-11-01,1987,11,Elgeyo-Marakwet,51.662390841378105
1987-12-01,1987,12,Elgeyo-Marakwet,8.445300579071045
1988-01-01,1988,1,Elgeyo-Marakwet,12.123035742176903
1988-02-01,1988,2,Elgeyo-Marakwet,7.105053772528966
1988-03-01,1988,3,Elgeyo-Marakwet,27.202999869982403
1988-04-01,1988,4,Elgeyo-Marakwet,91.85793500476413
1988-05-01,1988,5,Elgeyo-Marakwet,38.275038719177246
1988-06-01,1988,6,Elgeyo-Marakwet,30.587391561932034
1988-07-01,1988,7,Elgeyo-Marakwet,62.72184403737386
1988-08-01,1988,8,Elgeyo-Marakwet,49.54842281341553
1988-09-01,1988,9,Elgeyo-Marakwet,42.98142011960348
1988-10-01,1988,10,Elgeyo-Marakwet,42.14356129699283
1988-11-01,1988,11,Elgeyo-Marakwet,16.79090499215656
1988-12-01,1988,12,Elgeyo-Marakwet,11.323019888665941
