county,reporting_date,year,month,ipc_phase,ipc_class,class_name,share_crisis_plus,mean_phase,classified_share,spi1_recent,spi3_recent,spi6_recent,spi3_prior,vci_recent,vci_prior1,vci_prior2,vci_trend,season,mean_annual_rain_mm,previous_class,months_since_previous,lead_months,split,is_study_county
Nyamira,2011-01-01,2011,1,1,1,Minimal,0.0,1.0000002680268931,0.9999126183478936,0.5014639246461334,0.4644489289660204,1.0855790392521547,-0.2093397359499187,54.27016019772236,63.5415342578184,20.153926878377952,34.11623331934441,dry_jf,707.0676224501927,,,3,train,False
Nyandarua,2011-01-01,2011,1,1,1,Minimal,0.0,1.0015128223439924,0.9999670976288418,0.142948392631155,0.7621492698752571,0.6882372315831267,-0.0863086875363511,47.18402144900306,74.80247397378142,32.56805560327754,14.615965845725519,dry_jf,478.59632261521887,,,3,train,False
Nyeri,2011-01-01,2011,1,1,1,Minimal,0.0,1.0011461462883608,0.9999691985825544,-0.5020399629015918,-0.5267112389441806,-0.0492408126737334,-0.4155883230002902,35.25139132271194,63.50782070837247,19.80762511462963,15.443766208082309,dry_jf,596.5685209899478,,,3,train,False
Samburu,2011-01-01,2011,1,2,2,Stressed,0.0031421361899039,2.003142136189904,0.9999916919048122,-0.4256342045123282,-0.3486296476479072,-0.0144467113668582,0.030994365166598,30.685287547711752,51.15439723450473,53.30671163807395,-22.621424090362197,dry_jf,233.37064745956647,,,3,train,True
Siaya,2011-01-01,2011,1,1,1,Minimal,0.0,1.0,0.7120528602704334,-0.1818144529783139,0.5476708810215625,0.794909572343328,0.5265319237632384,49.630727823589,90.67661742023655,55.51509229034637,-5.8843644667573685,dry_jf,703.9110029852106,,,3,train,False
Taita Taveta,2011-01-01,2011,1,2,2,Stressed,0.0,2.0,0.9966936121354903,-1.453689161617938,-1.5429515468413415,-1.184679247097672,-1.7674206738920013,3.868793662752486,44.26101100198746,69.49529095197136,-65.62649728921888,dry_jf,337.281834884778,,,3,train,False
Tana River,2011-01-01,2011,1,2,2,Stressed,7.918485280193308e-06,2.0000079184852804,0.9998867051494884,-1.048569316848765,-0.7326172322461462,-0.1810768126657109,0.5673367071150632,9.8809056777959,50.46369541902685,71.99098762655373,-62.11008194875783,dry_jf,208.9215702880231,,,3,train,False
Tharaka-Nithi,2011-01-01,2011,1,2,2,Stressed,0.0,1.5767611213866526,0.9999546855032246,-0.3690050523732943,-0.4195240223982203,-0.4035837949705648,0.2334015139107811,19.07193507733689,42.28608514200846,42.99878050663016,-23.926845429293273,dry_jf,386.5660928989662,,,3,train,False
Trans Nzoia,2011-01-01,2011,1,1,1,Minimal,0.0,1.000326702784827,0.997800480250134,0.853699837887206,0.6549319627102517,1.4126696410757575,0.3251733984280163,40.1131834171524,42.78135268871511,47.270926115206,-7.157742698053603,dry_jf,575.422482832226,,,3,train,False
Turkana,2011-01-01,2011,1,2,2,Stressed,0.0,2.0,0.99291897176986,-0.2371541561706922,-0.3271114218736828,0.3045342700194163,-0.3868817132461645,24.08041076649555,42.96475157169704,51.9056106193954,-27.825199852899846,dry_jf,134.93439886021372,,,3,train,True
Uasin Gishu,2011-01-01,2011,1,1,1,Minimal,0.0,1.0040316219426806,0.9999854017785704,0.998426980304538,1.035978678316518,1.582680516683962,0.53124176967758,82.47680297774205,69.6185683132955,76.44908260687264,6.027720370869417,dry_jf,466.5756532543863,,,3,train,False
Vihiga,2011-01-01,2011,1,1,1,Minimal,0.0,1.0,0.999845724163674,0.6808653773405479,0.9281313483161352,1.166444447992161,0.3267520553000784,18.28226950854081,83.36492236982545,15.422515989791863,2.8597535187489473,dry_jf,638.2354464495623,,,3,train,False
Wajir,2011-01-01,2011,1,3,3,Crisis or worse,0.9974644182701038,2.997464418270104,0.9996977952354772,-0.6628895287293111,-0.7134104059673855,-0.9119665886139556,-0.8590815176014145,9.48618019371423,46.0636593001352,48.63920448284731,-39.153024289133086,dry_jf,220.92597534518788,,,3,train,True
West Pokot,2011-01-01,2011,1,2,2,Stressed,0.0,1.999918117564205,0.9926957637905496,0.1023364118966798,0.3737003472330966,1.125401422249448,0.3478527217877981,46.27281168860488,65.68165584282907,65.13264902629616,-18.859837337691282,dry_jf,366.78840132412165,,,3,train,False
Baringo,2011-04-01,2011,4,2,2,Stressed,0.0,1.7905838700745127,0.9999705465033716,-0.9813717364505744,-1.3533493994984471,-0.1594175801609067,-0.1689382252512683,12.233256145621857,15.445376352678272,26.590488152901933,-14.357232007280077,long_rains,407.6410955536569,2.0,3.0,3,train,True
Bomet,2011-04-01,2011,4,1,1,Minimal,0.0,1.0015262760758556,1.000004320111171,-0.5173844992756391,-0.5278210809344926,-0.1235322631818895,0.1679876351051977,62.94900465391352,79.10243818871854,86.30752887172454,-23.358524217811024,long_rains,705.0356352221398,1.0,3.0,3,train,False
Bungoma,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9970604800760164,-1.286480936732382,-0.232025014583337,0.3192905455554908,0.5109056086638397,41.43124907429814,51.78798421150245,55.486858476892365,-14.055609402594229,long_rains,684.143518918554,1.0,3.0,3,train,False
Busia,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9131560514084084,-1.3635358527015546,-0.8245627016085331,-0.4217150231398306,-0.1692381096122389,35.38080598525004,50.53492916525812,29.45113976632189,5.929666218928151,long_rains,504.89251568895395,1.0,3.0,3,train,False
Elgeyo-Marakwet,2011-04-01,2011,4,2,2,Stressed,0.0,1.9977073732362127,0.9999804467311296,-1.070746477499052,-1.2005138015707808,0.023343703864447,0.0704680710708437,24.62354154097992,30.418500048716368,49.28406502939309,-24.66052348841317,long_rains,424.00498148048365,2.0,3.0,3,train,False
Embu,2011-04-01,2011,4,2,2,Stressed,0.0,1.744466795362324,0.9999282887249222,-0.6141101768877348,-0.903671990257016,-0.8660474909639415,-0.5744105543738551,0.0,7.530303485576694,55.14450137369356,-55.14450137369356,long_rains,401.4457023614595,2.0,3.0,3,train,False
Garissa,2011-04-01,2011,4,2,2,Stressed,0.0043636483069202,2.0043636483069203,0.9995464608855014,-0.4188148983231474,-0.8903655702118481,-1.098360830280683,-0.9254907991163048,10.509001077688666,4.377253081234988,6.735363093476874,3.773637984211792,long_rains,210.6771075185111,2.0,3.0,3,train,False
Homa Bay,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.6683932894055674,-0.7241422791267931,-0.8140808036114965,-0.3427568637586234,-0.2835671976780905,18.51442839971033,48.68615289732718,38.30681293038428,-19.792384530673953,long_rains,658.3122810444571,1.0,3.0,3,train,False
Isiolo,2011-04-01,2011,4,3,3,Crisis or worse,0.9951347110504184,2.99506312549807,0.999993878242038,-0.7264851546721031,-1.2084923144000788,-1.0808034843454652,-0.6794903208318381,2.003672451337437,0.0,0.0,2.003672451337437,long_rains,121.15801476654195,3.0,3.0,3,train,False
Kajiado,2011-04-01,2011,4,2,2,Stressed,0.0,1.9999952052532517,0.9927236162577764,-1.0670396789950278,-0.8143127264710552,-0.833806944821079,-0.676031524155216,21.66194265954987,41.72543115710303,33.1482411194703,-11.48629845992043,long_rains,244.0590119973267,2.0,3.0,3,train,False
Kakamega,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9999218544222171,-0.9480682485312024,-0.4212865643718209,0.335498583975902,0.4180271513413977,48.88544968996622,52.18076745514424,42.24785643945221,6.637593250514016,long_rains,521.962946970816,1.0,3.0,3,train,False
Kericho,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9999310645743662,-0.5229722270674098,-0.5882177508000836,0.0661571359183181,-0.1950777642923387,48.550205105651024,61.62025264468058,74.65411528707456,-26.103910181423537,long_rains,577.6437811642602,1.0,3.0,3,train,False
Kiambu,2011-04-01,2011,4,1,1,Minimal,0.0,1.0032990281440006,0.9999994899103124,-0.7885302399845945,-0.8819517663557151,-0.5752695040505147,-0.2687247745413511,32.49828278938232,54.33652303965811,49.865947800645536,-17.367665011263213,long_rains,365.1581675938478,1.0,3.0,3,train,False
Kilifi,2011-04-01,2011,4,2,2,Stressed,0.0,1.9952219173874604,0.994241227115709,-0.8751512802450183,-0.3730750471445491,-0.9002229637392075,-0.4689575769491693,10.532702714513858,10.314419531250753,47.10173825570551,-36.56903554119165,long_rains,485.9236308469297,2.0,3.0,3,train,False
Kirinyaga,2011-04-01,2011,4,1,1,Minimal,0.0,1.005365616171106,0.9994983861098944,-0.7297218860454645,-0.9254834821258868,-0.999221602064336,-0.8049664002481466,19.75424518846816,27.949770636903843,36.190519207236456,-16.436274018768295,long_rains,523.427425427593,1.0,3.0,3,train,False
Kisii,2011-04-01,2011,4,1,1,Minimal,0.0,1.0006370727546363,1.0000313807396553,-0.6084945086090812,-0.6238266861436047,-0.326350143388863,-0.0650434409391491,54.774968876845705,59.30404181496537,81.17805739012341,-26.40308851327771,long_rains,771.8724273402603,1.0,3.0,3,train,False
Kisumu,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.7827415653954494,-0.5426844374087582,-0.4418835604476385,-0.1202291009857738,-0.3506919420272057,39.142433882269536,42.43241262019741,28.001041646939957,11.14139223532958,long_rains,650.4965825795291,1.0,3.0,3,train,False
Kitui,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.999994122656624,-0.2895589087804175,-0.7808530701148882,-0.9210730092314294,-0.6745401751446142,18.391575010211085,16.59536479032594,37.06255512535216,-18.670980115141077,long_rains,350.0498777837523,2.0,3.0,3,train,False
Kwale,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.9912685114672192,-0.9191839760786468,-0.7453219947378352,-0.9540913993292184,-0.4739755753125213,2.323502770465463,25.37861559377979,48.23087885327441,-45.90737608280895,long_rains,461.4118591660762,2.0,3.0,3,train,False
Laikipia,2011-04-01,2011,4,2,2,Stressed,0.0037013978983079,2.000789708633966,1.0000037896120522,-0.8456947376036371,-1.4765702581784506,-0.9067447386040508,-0.77546415296686,6.620044731661342,11.583871495999947,23.22013812806896,-16.60009339640762,long_rains,378.6133408439104,2.0,3.0,3,train,False
Lamu,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.977356380818854,-0.3920393300735512,-0.447342077243797,-0.6946710444232133,-0.5223284183927568,22.53737161851545,22.210905796286088,39.61725372578055,-17.0798821072651,long_rains,394.8891092289726,2.0,3.0,3,train,False
Machakos,2011-04-01,2011,4,2,2,Stressed,0.0,1.9983432164547923,0.9999707917323208,-0.868098819539831,-0.8477539276076392,-0.8701260291974798,-0.5015166200692396,22.089771023500926,47.94052894020063,47.3821986946667,-25.292427671165772,long_rains,347.0698296320569,2.0,3.0,3,train,False
Makueni,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.9999634120593888,-0.7902209036202537,-0.5705970122430359,-0.6748491825248846,-0.3278375609002932,31.37305514529925,65.5666981279621,56.20840295454381,-24.835347809244556,long_rains,210.84898907247097,2.0,3.0,3,train,False
Mandera,2011-04-01,2011,4,3,3,Crisis or worse,1.0,3.0,0.9935598900285671,-0.7949359826938291,-1.383203913917355,-1.0155079010866996,-0.8525415116606643,0.92274734373282,1.4397343472866078,7.942574696726193,-7.019827352993373,long_rains,147.72597818452132,3.0,3.0,3,train,False
Marsabit,2011-04-01,2011,4,3,3,Crisis or worse,0.9295718249759154,2.9295718249759157,0.9994534359461124,-0.7951006900453771,-1.4854764749155305,-1.235663586350454,-0.8840105829098418,1.9119825369326529,0.0,0.3649006933278508,1.547081843604802,long_rains,183.11284628508548,3.0,3.0,3,train,True
Meru,2011-04-01,2011,4,2,2,Stressed,0.0052724504222519,1.5838873659897472,0.9999854823459616,-0.6817716014269439,-1.3009782633918732,-1.1983609632336052,-0.8949655778882711,6.281391775596177,0.0,22.72249216672272,-16.441100391126543,long_rains,469.95952152110806,2.0,3.0,3,train,False
Migori,2011-04-01,2011,4,1,1,Minimal,0.0,1.0016690731682976,0.8117135191457311,-0.8078658969781289,-0.95637985613561,-0.45925261091262,0.069837997892485,32.36379099910147,43.87284623581385,39.736370370013525,-7.372579370912057,long_rains,460.4970135975702,1.0,3.0,3,train,False
Mombasa,2011-04-01,2011,4,1,1,Minimal,0.0,1.341609487598849,0.9455242931112856,-0.9804990306955896,-0.6335938310826693,-1.2573110992923158,-0.8813803332218656,20.005509188539488,35.18204161461724,49.24817804639831,-29.24266885785882,long_rains,339.4545465241538,1.0,3.0,3,train,False
Murang'a,2011-04-01,2011,4,1,1,Minimal,0.0,1.0013294323786135,0.9999691888704983,-0.7300422761032114,-0.8474405264636538,-0.7515283280990458,-0.6207635315959241,37.3758276758427,56.13622277738848,70.83823483060745,-33.46240715476475,long_rains,600.9606534616394,1.0,3.0,3,train,False
Nairobi,2011-04-01,2011,4,1,1,Minimal,0.0,1.0380403787287664,0.9999545666172184,-0.8178962225488615,-0.8437895770434631,-0.6750731999716197,-0.4043961123358426,19.472473698758183,40.30158337676055,58.48782352048688,-39.01534982172869,long_rains,349.07589029272395,1.0,3.0,3,train,False
Nakuru,2011-04-01,2011,4,1,1,Minimal,0.0,1.0036575694214165,0.9999838839897714,-0.8645577668366076,-1.2599696305766583,-0.0678895925787559,0.3300214805112844,23.483375468646184,34.51423191438732,71.61305061007866,-48.12967514143247,long_rains,337.82261196850334,1.0,3.0,3,train,False
Nandi,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.9999550383826554,-0.6624233887935393,-0.537094740540334,0.2610198722771705,0.2597947614701168,51.6679801126467,59.9085874052599,68.87382062776375,-17.205840515117046,long_rains,636.3375639959971,1.0,3.0,3,train,False
Narok,2011-04-01,2011,4,2,2,Stressed,0.0,1.999313758980872,0.9927452342398364,-0.826252551813576,-0.6816332155196493,-0.1325772156674806,0.6554220272561162,38.58604039457084,43.74307789524638,26.108182986920628,12.477857407650209,long_rains,449.4351533314782,2.0,3.0,3,train,False
Nyamira,2011-04-01,2011,4,1,1,Minimal,0.0,1.0000002680268931,0.9999126183478936,-0.491742792434453,-0.5584142144881632,-0.232911609936448,-0.180927016824045,52.38665624302767,59.24355452131485,81.79126253551678,-29.404606292489106,long_rains,707.0676224501927,1.0,3.0,3,train,False
Nyandarua,2011-04-01,2011,4,1,1,Minimal,0.0,1.0015128223439924,0.9999670976288418,-0.8376314550320448,-1.2780349612548465,-0.3818017763629565,-0.1721227596965572,24.478477045739584,41.14685496311324,74.79849133934063,-50.32001429360105,long_rains,478.59632261521887,1.0,3.0,3,train,False
Nyeri,2011-04-01,2011,4,1,1,Minimal,0.0,1.0011461462883608,0.9999691985825544,-0.751406946024896,-1.110468977978406,-1.0633696359237843,-0.8149996860134899,32.08858314194367,43.16687442238712,45.67494778812814,-13.586364646184464,long_rains,596.5685209899478,1.0,3.0,3,train,False
Samburu,2011-04-01,2011,4,2,2,Stressed,0.0031421361899039,2.003142136189904,0.9999916919048122,-0.7824172980382234,-1.3965744167853371,-1.1955561804080634,-0.839982219276239,0.0,0.0,0.4560047550834013,-0.4560047550834013,long_rains,233.37064745956647,2.0,3.0,3,train,True
Siaya,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.7120528602704334,-0.9498844468354024,-0.9395750198820416,-0.5320738507303459,-0.5768581465157593,28.863007378832584,43.5444639298884,39.40907934189003,-10.546071963057443,long_rains,703.9110029852106,1.0,3.0,3,train,False
Taita Taveta,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.9966936121354903,-0.9704790950103452,-0.923042142141888,-1.1821214974445473,-0.9668917983675356,14.619213717139584,34.26364125416427,13.272803111076897,1.3464106060626868,long_rains,337.281834884778,2.0,3.0,3,train,False
Tana River,2011-04-01,2011,4,2,2,Stressed,7.918485280193308e-06,2.0000079184852804,0.9998867051494884,-0.1664112461414435,-0.7879060770084212,-0.8770313592658795,-0.6622507235393149,11.296588177210085,6.545982544769903,20.20428714204441,-8.907698964834326,long_rains,208.9215702880231,2.0,3.0,3,train,False
Tharaka-Nithi,2011-04-01,2011,4,2,2,Stressed,0.0,1.5767611213866526,0.9999546855032246,-0.7051128196876181,-1.2433224095222684,-1.154882500840971,-0.8522031713687924,14.917015948650542,0.0,27.74727596351385,-12.830260014863308,long_rains,386.5660928989662,2.0,3.0,3,train,False
Trans Nzoia,2011-04-01,2011,4,1,1,Minimal,0.0,1.000326702784827,0.997800480250134,-1.1435961423514396,-0.768388780135426,0.0660746754842412,0.3171232180997574,17.893625214658535,40.93260168684273,67.39181041143588,-49.49818519677735,long_rains,575.422482832226,1.0,3.0,3,train,False
Turkana,2011-04-01,2011,4,2,2,Stressed,0.0,2.0,0.99291897176986,-1.0740577216959717,-1.0786630364381873,-0.9959065104650816,-0.8223915975673323,7.67416602723135,6.812409140531933,9.373170473091028,-1.6990044458596776,long_rains,134.93439886021372,2.0,3.0,3,train,True
Uasin Gishu,2011-04-01,2011,4,1,1,Minimal,0.0,1.0040316219426806,0.9999854017785704,-0.978525668262763,-1.1986155621611567,-0.0217096572939647,0.1944229661349434,20.112745553756337,31.0630401498408,49.456204274836224,-29.343458721079887,long_rains,466.5756532543863,1.0,3.0,3,train,False
Vihiga,2011-04-01,2011,4,1,1,Minimal,0.0,1.0,0.999845724163674,-0.5992704819838495,-0.5494600831561884,0.0473365394231617,-0.1179787975625703,52.67791131514253,55.59802564256901,42.9152749216462,9.76263639349633,long_rains,638.2354464495623,1.0,3.0,3,train,False
Wajir,2011-04-01,2011,4,3,3,Crisis or worse,0.9989737159437438,2.998973715943744,0.9996977952354784,-0.519399902323584,-1.1517935949541591,-1.1113059204902194,-0.8959293196252945,0.0,0.0,0.0,0.0,long_rains,220.92597534518788,3.0,3.0,3,train,True
West Pokot,2011-04-01,2011,4,2,2,Stressed,0.0,1.999918117564205,0.9926957637905496,-0.9088799769374196,-0.9529051742489018,-0.3520339761259856,-0.3173653357664342,9.934169285507728,12.342987038112437,14.870709866565006,-4.936540581057278,long_rains,366.78840132412165,2.0,3.0,3,train,False
Baringo,2011-07-01,2011,7,3,3,Crisis or worse,0.4144966194871891,2.2047342732998367,0.9999360613915742,-1.4754984249732124,-0.6783812063501339,-1.2589974163486026,-0.8664852726174052,27.597757126703048,30.67170022995112,4.290810077076152,23.306947049626896,dry_jjas,407.6410955536569,2.0,3.0,3,train,True
Bomet,2011-07-01,2011,7,1,1,Minimal,0.0,1.0,0.999729073525429,-2.511104994311378,-1.3773945642810397,-1.2642424994713468,-0.3142811690828396,44.15852251285599,53.78760915449242,52.59223238074301,-8.433709867887025,dry_jjas,705.0356352221398,1.0,3.0,3,train,False
