date,year,month,county,rainfall_mm,clim_mean,clim_sd,rain_anom,rain_3m_mm,rain_anom_3m
1987-08-01,1987,8,Marsabit,2.797071086149461,2.753108869421634,0.8660859968998192,0.05075964382889386,11.225857507772776,0.5786718308364495
1987-09-01,1987,9,Marsabit,1.3681177227287318,1.4370297863708184,0.42150869473642155,-0.16348906796615137,7.482976924400964,-0.3458606385438547
1987-10-01,1987,10,Marsabit,8.682874346833279,19.877977035264493,12.924539996488503,-0.8661896432269803,12.848063155711465,-0.8490877136763588
1987-11-01,1987,11,Marsabit,15.20929390861301,26.251281912796717,18.121614955305276,-0.6093269298248201,25.260285978175013,-0.7531578915235208
1987-12-01,1987,12,Marsabit,7.977769324481145,17.5191038726857,14.35324411564074,-0.6647510814511514,31.869937579927427,-0.8342500355181304
1988-01-01,1988,1,Marsabit,7.414427463496457,7.412837777982669,6.03866144059599,0.0002632513065066162,30.601490696590602,-0.6940004486459878
1988-02-01,1988,2,Marsabit,4.225913976309084,6.706810904678786,5.673996073827667,-0.4372398034981533,19.618110764286676,-0.62476041683155
1988-03-01,1988,3,Marsabit,20.09297959933188,23.203591365325146,12.97433259152085,-0.239751196761069,31.73332103913741,-0.3250011315269044
1988-04-01,1988,4,Marsabit,114.55654369314831,54.51946926993243,25.650771164570358,2.34055631458523,138.87543726878926,1.5948284168049227
1988-05-01,1988,5,Marsabit,5.550110967500065,16.710665811542984,9.393937122555583,-1.1880593513070838,140.19963425998026,1.3236524215489758
1988-06-01,1988,6,Marsabit,3.057725634006077,2.5968931762705103,1.2664059323482955,0.36389000237944674,123.16438029465444,1.7797782100545925
1988-07-01,1988,7,Marsabit,10.76620170276815,4.124076502813582,1.7701647547629409,3.752263839895556,19.37403830427428,-0.4138968846226759
1988-08-01,1988,8,Marsabit,2.908592040090485,2.753108869421634,0.8660859968998192,0.17952394014613787,16.732519376864698,2.3977084671241444
1988-09-01,1988,9,Marsabit,1.9065803629735352,1.4370297863708184,0.42150869473642155,1.1139760163104984,15.581374105832156,3.0237110499265456
1988-10-01,1988,10,Marsabit,18.680767098606385,19.877977035264493,12.924539996488503,-0.09263075799861202,23.495939501670392,-0.04329995523067517
1988-11-01,1988,11,Marsabit,14.552844613728922,26.251281912796717,18.121614955305276,-0.6455515873127503,35.140192075308825,-0.41956476298862977
1988-12-01,1988,12,Marsabit,18.39756042379736,17.5191038726857,14.35324411564074,0.06120264826781584,51.63117213613265,-0.31547635477512626
1989-01-01,1989,1,Marsabit,8.761024072550741,7.412837777982669,6.03866144059599,0.22325912916803828,41.711429110077006,-0.338372798605132
1989-02-01,1989,2,Marsabit,12.6592371074532,6.706810904678786,5.673996073827667,1.049071258655087,39.81782160380128,0.37561228190495405
1989-03-01,1989,3,Marsabit,29.661324137743524,23.203591365325146,12.97433259152085,0.49773140366686125,51.08158531774745,0.7999181693923436
1989-04-01,1989,4,Marsabit,50.518976409071215,54.51946926993243,25.650771164570358,-0.15595994503224994,92.83953765426793,0.24633731536138417
1989-05-01,1989,5,Marsabit,27.772172038659164,16.710665811542984,9.393937122555583,1.177515463729966,107.95247258547388,0.390992376591897
1989-06-01,1989,6,Marsabit,2.016129079856011,2.5968931762705103,1.2664059323482955,-0.4585923688288391,80.30727752758636,0.23376622315596135
1989-07-01,1989,7,Marsabit,4.175382451245268,4.124076502813582,1.7701647547629409,0.028983713687461932,33.96368356976042,1.0743259344005527
1989-08-01,1989,8,Marsabit,2.165000088091728,2.753108869421634,0.8660859968998192,-0.6790420159603766,8.356511619192986,-0.36917014994760483
1989-09-01,1989,9,Marsabit,1.8345556538842136,1.4370297863708184,0.42150869473642155,0.9431024139655689,8.174938193221188,-0.05795019790989366
1989-10-01,1989,10,Marsabit,14.868576639103695,19.877977035264493,12.924539996488503,-0.38758829308600634,18.868132381079615,-0.39351348185892665
1989-11-01,1989,11,Marsabit,36.04020160473584,26.251281912796717,18.121614955305276,0.5401792122877727,52.74333389772373,0.1748019339060236
1989-12-01,1989,12,Marsabit,19.049771564015018,17.5191038726857,14.35324411564074,0.10664262928973298,69.95854980785452,0.16565558797289284
1990-01-01,1990,1,Marsabit,7.331053862916615,7.412837777982669,6.03866144059599,-0.013543384717057764,62.42102703166745,0.3245386747119396
1990-02-01,1990,2,Marsabit,27.62288106399344,6.706810904678786,5.673996073827667,3.68630324856829,54.003706490925055,1.0781556035022455
1990-03-01,1990,3,Marsabit,40.973343481070415,23.203591365325146,12.97433259152085,1.3696081852686883,75.92727840798045,2.244461168157242
1990-04-01,1990,4,Marsabit,68.63875916061664,54.51946926993243,25.650771164570358,0.5504430958468108,137.23498370568046,1.5467759827109495
1990-05-01,1990,5,Marsabit,6.9389578733186905,16.710665811542984,9.393937122555583,-1.040214322359222,116.55106051500573,0.6396827725365605
1990-06-01,1990,6,Marsabit,1.917294735170826,2.5968931762705103,1.2664059323482955,-0.5366355476869138,77.49501176910614,0.13231754155502273
1990-07-01,1990,7,Marsabit,3.032398851846261,4.124076502813582,1.7701647547629409,-0.6167096300104101,11.888651460335764,-1.1774468755685574
1990-08-01,1990,8,Marsabit,2.2254169009784848,2.753108869421634,0.8660859968998192,-0.6092835703752726,7.175110487995557,-0.7594268954837591
1990-09-01,1990,9,Marsabit,1.1121871338276834,1.4370297863708184,0.42150869473642155,-0.7706665523145757,6.370002886652415,-0.808945582833699
1990-10-01,1990,10,Marsabit,19.283893075650376,19.877977035264493,12.924539996488503,-0.045965578641524216,22.62149711045653,-0.10947418109624092
1990-11-01,1990,11,Marsabit,20.829305527705685,26.251281912796717,18.121614955305276,-0.29919940350038704,41.22538573718373,-0.21409936975028301
1990-12-01,1990,12,Marsabit,27.13816418061985,17.5191038726857,14.35324411564074,0.6701662864809951,67.2513627839759,0.09458627432030992
1991-01-01,1991,1,Marsabit,12.315277392500168,7.412837777982669,6.03866144059599,0.8118421048678047,60.28274710082569,0.25609261870035194
1991-02-01,1991,2,Marsabit,4.742872225417061,6.706810904678786,5.673996073827667,-0.34612972122429675,44.19631379853706,0.5924532103738989
1991-03-01,1991,3,Marsabit,27.28530070286257,23.203591365325146,12.97433259152085,0.3145987902456698,44.34345032077979,0.4081590947208191
1991-04-01,1991,4,Marsabit,24.48588125128149,54.51946926993243,25.650771164570358,-1.1708649157548239,56.51405417956111,-0.8177146882150814
1991-05-01,1991,5,Marsabit,18.24335674011201,16.710665811542984,9.393937122555583,0.16315746087856106,70.01453869425606,-0.7062575297939658
1991-06-01,1991,6,Marsabit,2.659311187455912,2.5968931762705103,1.2664059323482955,0.049287522737405304,45.388549178849395,-1.0258796490304098
1991-07-01,1991,7,Marsabit,5.469051590333832,4.124076502813582,1.7701647547629409,0.7598022070552227,26.371719517901738,0.29990449113843226
1991-08-01,1991,8,Marsabit,2.563619723879734,2.753108869421634,0.8660859968998192,-0.21878791046175777,10.691982501669465,0.40231486206175565
1991-09-01,1991,9,Marsabit,1.0544590722731642,1.4370297863708184,0.42150869473642155,-0.9076223548292021,9.087130386486715,0.321593669846916
