county,year,month,ndvi,n_composites,date,ndvi_min,ndvi_max,vci
Baringo,2000,12,0.41217977987421345,1,2000-12-01,0.36464652556410465,0.6298185756565067,17.925439085131835
Baringo,2001,1,0.3904184433962262,2,2001-01-01,0.343345698678003,0.5788476695610656,19.988259351594536
Baringo,2001,2,0.3697563679245277,2,2001-02-01,0.331834418673569,0.5600076826275953,16.61980400061221
Baringo,2001,3,0.4057905031446539,2,2001-03-01,0.3275550700735746,0.5706309782310001,32.185597356859816
Baringo,2001,4,0.518354088050314,2,2001-04-01,0.36359236865811334,0.6472569099501176,54.558006681874616
Baringo,2001,5,0.5188845754716975,2,2001-05-01,0.41891224547100725,0.6808588180689706,38.16516055513664
Baringo,2001,6,0.4157968238993709,2,2001-06-01,0.4157968238993709,0.6760090960295103,0.0
Baringo,2001,7,0.5180173427672957,2,2001-07-01,0.41383468898637665,0.6568809541982289,42.86535886083575
Baringo,2001,8,0.540412562893082,2,2001-08-01,0.3651680123871908,0.6362523898878232,64.64575794504515
Baringo,2001,9,0.464057955974843,2,2001-09-01,0.3399268369502268,0.6229687961863808,43.856083868133595
Baringo,2001,10,0.40048949685534624,1,2001-10-01,0.36204249475890976,0.6051204952163741,15.816734556019284
Baringo,2001,11,0.5299528431718764,2,2001-11-01,0.4016056682389932,0.6256651376270235,57.28263807971857
Baringo,2001,12,0.49542427672956024,2,2001-12-01,0.36464652556410465,0.6298185756565067,49.31807523450707
Baringo,2002,1,0.4152190723270439,2,2002-01-01,0.343345698678003,0.5788476695610656,30.519223843238784
Baringo,2002,2,0.3681833490566038,2,2002-02-01,0.331834418673569,0.5600076826275953,15.930407337451523
Baringo,2002,3,0.4266104017003695,2,2002-03-01,0.3275550700735746,0.5706309782310001,40.75078125909656
Baringo,2002,4,0.45256592767295567,2,2002-04-01,0.36359236865811334,0.6472569099501176,31.365766975877655
Baringo,2002,5,0.5500629402515718,2,2002-05-01,0.41891224547100725,0.6808588180689706,50.06772697188717
Baringo,2002,6,0.5247809748427659,2,2002-06-01,0.4157968238993709,0.6760090960295103,41.88278671533561
Baringo,2002,7,0.45473985062893074,4,2002-07-01,0.41383468898637665,0.6568809541982289,16.830195521374886
Baringo,2002,8,0.4124360849056604,4,2002-08-01,0.3651680123871908,0.6362523898878232,17.436664168653294
Baringo,2002,9,0.3615583176100629,4,2002-09-01,0.3399268369502268,0.6229687961863808,7.642499620272923
Baringo,2002,10,0.36204249475890976,3,2002-10-01,0.36204249475890976,0.6051204952163741,0.0
Baringo,2002,11,0.4016056682389932,4,2002-11-01,0.4016056682389932,0.6256651376270235,0.0
Baringo,2002,12,0.43402822327043966,4,2002-12-01,0.36464652556410465,0.6298185756565067,26.164785346780786
Baringo,2003,1,0.48183562893081794,4,2003-01-01,0.343345698678003,0.5788476695610656,58.80627229297434
Baringo,2003,2,0.37786317610062903,4,2003-02-01,0.331834418673569,0.5600076826275953,20.172721654336407
Baringo,2003,3,0.3448908097484279,4,2003-03-01,0.3275550700735746,0.5706309782310001,7.131821415895317
Baringo,2003,4,0.41428884696016777,3,2003-04-01,0.36359236865811334,0.6472569099501176,17.87198289611653
Baringo,2003,5,0.5877437264150943,4,2003-05-01,0.41891224547100725,0.6808588180689706,64.45263981491763
Baringo,2003,6,0.6007145911949681,4,2003-06-01,0.4157968238993709,0.6760090960295103,71.06419915626218
Baringo,2003,7,0.5209511163522014,4,2003-07-01,0.41383468898637665,0.6568809541982289,44.07244327431087
Baringo,2003,8,0.5481691352201259,4,2003-08-01,0.3651680123871908,0.6362523898878232,67.50707086855574
Baringo,2003,9,0.5302703900970055,4,2003-09-01,0.3399268369502268,0.6229687961863808,67.2492352937562
Baringo,2003,10,0.43365636993012585,3,2003-10-01,0.36204249475890976,0.6051204952163741,29.461273762512963
Baringo,2003,11,0.42310354949888745,4,2003-11-01,0.4016056682389932,0.6256651376270235,9.594721133014845
Baringo,2003,12,0.43915457694547566,4,2003-12-01,0.36464652556410465,0.6298185756565067,28.098003298389813
Baringo,2004,1,0.4182647640005725,4,2004-01-01,0.343345698678003,0.5788476695610656,31.8125003547296
Baringo,2004,2,0.37245731547881755,4,2004-02-01,0.331834418673569,0.5600076826275953,17.803530572027714
Baringo,2004,3,0.37687352270338936,4,2004-03-01,0.3275550700735746,0.5706309782310001,20.289321555418898
Baringo,2004,4,0.5861887234115655,4,2004-04-01,0.36359236865811334,0.6472569099501176,78.47168833284363
Baringo,2004,5,0.5833173585064482,3,2004-05-01,0.41891224547100725,0.6808588180689706,62.76284182873067
Baringo,2004,6,0.5187342914179662,4,2004-06-01,0.4157968238993709,0.6760090960295103,39.55903642665763
Baringo,2004,7,0.47315387681884435,4,2004-07-01,0.41383468898637665,0.6568809541982289,24.406541602588256
Baringo,2004,8,0.4990039272311599,4,2004-08-01,0.3651680123871908,0.6362523898878232,49.37057460777387
Baringo,2004,9,0.4377515604991188,4,2004-09-01,0.3399268369502268,0.6229687961863808,34.561915771390154
Baringo,2004,10,0.4500126084892588,4,2004-10-01,0.36204249475890976,0.6051204952163741,36.19007625732988
Baringo,2004,11,0.5333542412769239,3,2004-11-01,0.4016056682389932,0.6256651376270235,58.800716344537136
Baringo,2004,12,0.4779072253700643,4,2004-12-01,0.36464652556410465,0.6298185756565067,42.71215603850133
Baringo,2005,1,0.38990070822657863,4,2005-01-01,0.343345698678003,0.5788476695610656,19.768416108794387
Baringo,2005,2,0.3758458561004744,4,2005-02-01,0.331834418673569,0.5600076826275953,19.28860404774377
Baringo,2005,3,0.377924154851374,4,2005-03-01,0.3275550700735746,0.5706309782310001,20.72154544628026
Baringo,2005,4,0.41735192081848843,3,2005-04-01,0.36359236865811334,0.6472569099501176,18.951805507842803
Baringo,2005,5,0.5718409223569321,4,2005-05-01,0.41891224547100725,0.6808588180689706,58.381629264773906
Baringo,2005,6,0.5676464993602688,4,2005-06-01,0.4157968238993709,0.6760090960295103,58.356077604577244
Baringo,2005,7,0.54526880262236,4,2005-07-01,0.41383468898637665,0.6568809541982289,54.07781663356081
Baringo,2005,8,0.530804805115635,4,2005-08-01,0.3651680123871908,0.6362523898878232,61.10156337875199
Baringo,2005,9,0.5328318082193155,4,2005-09-01,0.3399268369502268,0.6229687961863808,68.15419586187215
Baringo,2005,10,0.48782976795933014,3,2005-10-01,0.36204249475890976,0.6051204952163741,51.74769948892664
Baringo,2005,11,0.42957842938498925,4,2005-11-01,0.4016056682389932,0.6256651376270235,12.484525301428937
Baringo,2005,12,0.36464652556410465,4,2005-12-01,0.36464652556410465,0.6298185756565067,0.0
Baringo,2006,1,0.3440961646303571,4,2006-01-01,0.343345698678003,0.5788476695610656,0.3186665273076219
Baringo,2006,2,0.331834418673569,4,2006-02-01,0.331834418673569,0.5600076826275953,0.0
Baringo,2006,3,0.36895379732170624,4,2006-03-01,0.3275550700735746,0.5706309782310001,17.031193079538024
Baringo,2006,4,0.48535518995151367,3,2006-04-01,0.36359236865811334,0.6472569099501176,42.92493546736871
Baringo,2006,5,0.48694916854324644,4,2006-05-01,0.41891224547100725,0.6808588180689706,25.97358781886508
Baringo,2006,6,0.43517254027008356,4,2006-06-01,0.4157968238993709,0.6760090960295103,7.446119359436796
Baringo,2006,7,0.4810810764061355,4,2006-07-01,0.41383468898637665,0.6568809541982289,27.668142672813044
Baringo,2006,8,0.5239526967195927,4,2006-08-01,0.3651680123871908,0.6362523898878232,58.573897100371056
Baringo,2006,9,0.4507073955907956,4,2006-09-01,0.3399268369502268,0.6229687961863808,39.139270707259286
Baringo,2006,10,0.41161103761710766,3,2006-10-01,0.36204249475890976,0.6051204952163741,20.39203167909544
Baringo,2006,11,0.48837572419965214,4,2006-11-01,0.4016056682389932,0.6256651376270235,38.72635073074684
Baringo,2006,12,0.5667211715311107,4,2006-12-01,0.36464652556410465,0.6298185756565067,76.20510755058498
Baringo,2007,1,0.5524454819654705,4,2007-01-01,0.343345698678003,0.5788476695610656,88.78897382616599
Baringo,2007,2,0.5063051979656372,4,2007-02-01,0.331834418673569,0.5600076826275953,76.46416423583338
Baringo,2007,3,0.4302213535351895,4,2007-03-01,0.3275550700735746,0.5706309782310001,42.23630562150329
Baringo,2007,4,0.5270850143962149,3,2007-04-01,0.36359236865811334,0.6472569099501176,57.635912121213
Baringo,2007,5,0.5650748400967118,4,2007-05-01,0.41891224547100725,0.6808588180689706,55.79862839054417
Baringo,2007,6,0.5737654386082881,4,2007-06-01,0.4157968238993709,0.6760090960295103,60.707595923805115
Baringo,2007,7,0.6081136694546355,4,2007-07-01,0.41383468898637665,0.6568809541982289,79.93497875761014
Baringo,2007,8,0.6050526294458113,4,2007-08-01,0.3651680123871908,0.6362523898878232,88.49075674162039
Baringo,2007,9,0.6096114717106648,4,2007-09-01,0.3399268369502268,0.6229687961863808,95.28079705505026
Baringo,2007,10,0.5638924551352746,3,2007-10-01,0.36204249475890976,0.6051204952163741,83.0391726098167
Baringo,2007,11,0.5066607223911913,4,2007-11-01,0.4016056682389932,0.6256651376270235,46.887129760296745
Baringo,2007,12,0.4302765015622843,4,2007-12-01,0.36464652556410465,0.6298185756565067,24.749959875224476
Baringo,2008,1,0.3998243034404064,4,2008-01-01,0.343345698678003,0.5788476695610656,23.982221698878096
Baringo,2008,2,0.3719748319474956,4,2008-02-01,0.331834418673569,0.5600076826275953,17.592075678951733
Baringo,2008,3,0.39932210441305505,4,2008-03-01,0.3275550700735746,0.5706309782310001,29.52453613502549
Baringo,2008,4,0.5042645392612536,4,2008-04-01,0.36359236865811334,0.6472569099501176,49.5910309982425
Baringo,2008,5,0.48047847290900575,3,2008-05-01,0.41891224547100725,0.6808588180689706,23.503352927045388
Baringo,2008,6,0.4494889556840026,4,2008-06-01,0.4157968238993709,0.6760090960295103,12.947941120848187
Baringo,2008,7,0.4959206609778987,4,2008-07-01,0.41383468898637665,0.6568809541982289,33.77380513128704
Baringo,2008,8,0.552323864230127,4,2008-08-01,0.3651680123871908,0.6362523898878232,69.03970400968592
Baringo,2008,9,0.5258192764198313,4,2008-09-01,0.3399268369502268,0.6229687961863808,65.67663676836919
Baringo,2008,10,0.5565695350054941,4,2008-10-01,0.36204249475890976,0.6051204952163741,80.02659223808456
Baringo,2008,11,0.5855156294608981,3,2008-11-01,0.4016056682389932,0.6256651376270235,82.0808697459719
Baringo,2008,12,0.4741917586183241,4,2008-12-01,0.36464652556410465,0.6298185756565067,41.31100280593193
Baringo,2009,1,0.39804228464072844,4,2009-01-01,0.343345698678003,0.5788476695610656,23.22553215059281
Baringo,2009,2,0.34773248595357686,4,2009-02-01,0.331834418673569,0.5600076826275953,6.967541684993868
Baringo,2009,3,0.33433038830704415,4,2009-03-01,0.3275550700735746,0.5706309782310001,2.7873261010637016
Baringo,2009,4,0.3817696721559986,3,2009-04-01,0.36359236865811334,0.6472569099501176,6.408028093710009
Baringo,2009,5,0.4824244749273354,4,2009-05-01,0.41891224547100725,0.6808588180689706,24.24625328227027
Baringo,2009,6,0.4726678506443178,4,2009-06-01,0.4157968238993709,0.6760090960295103,21.855628206691243
Baringo,2009,7,0.41383468898637665,4,2009-07-01,0.41383468898637665,0.6568809541982289,0.0
Baringo,2009,8,0.3651680123871908,4,2009-08-01,0.3651680123871908,0.6362523898878232,0.0
Baringo,2009,9,0.3399268369502268,4,2009-09-01,0.3399268369502268,0.6229687961863808,0.0
Baringo,2009,10,0.3788308171644374,3,2009-10-01,0.36204249475890976,0.6051204952163741,6.906557719716549
Baringo,2009,11,0.4128057568871075,4,2009-11-01,0.4016056682389932,0.6256651376270235,4.998712475176766
Baringo,2009,12,0.41641437132951703,4,2009-12-01,0.36464652556410465,0.6298185756565067,19.522361330077327
Baringo,2010,1,0.5185323732586511,4,2010-01-01,0.343345698678003,0.5788476695610656,74.38862355323397
Baringo,2010,2,0.5073873619767026,4,2010-02-01,0.331834418673569,0.5600076826275953,76.93843715997556
Baringo,2010,3,0.5706309782310001,4,2010-03-01,0.3275550700735746,0.5706309782310001,100.0
Baringo,2010,4,0.5927431020658375,3,2010-04-01,0.36359236865811334,0.6472569099501176,80.78229741511342
Baringo,2010,5,0.6249536867493428,4,2010-05-01,0.41891224547100725,0.6808588180689706,78.65781148989063
Baringo,2010,6,0.5858105359869866,4,2010-06-01,0.4157968238993709,0.6760090960295103,65.33654646487507
Baringo,2010,7,0.5477262543432282,4,2010-07-01,0.41383468898637665,0.6568809541982289,55.08892113200934
Baringo,2010,8,0.5696976426068568,4,2010-08-01,0.3651680123871908,0.6362523898878232,75.44869686162158
Baringo,2010,9,0.5466901542597475,4,2010-09-01,0.3399268369502268,0.6229687961863808,73.05041198397348
Baringo,2010,10,0.5000815000194613,3,2010-10-01,0.36204249475890976,0.6051204952163741,56.78794666764039
Baringo,2010,11,0.4611841749020723,4,2010-11-01,0.4016056682389932,0.6256651376270235,26.590488152901933
Baringo,2010,12,0.4056033466829887,4,2010-12-01,0.36464652556410465,0.6298185756565067,15.445376352678272
Baringo,2011,1,0.37215525800411586,4,2011-01-01,0.343345698678003,0.5788476695610656,12.233256145621855
Baringo,2011,2,0.3416249000765019,4,2011-02-01,0.331834418673569,0.5600076826275953,4.290810077076152
Baringo,2011,3,0.40211058395485144,4,2011-03-01,0.3275550700735746,0.5706309782310001,30.67170022995112
Baringo,2011,4,0.44187741981845696,3,2011-04-01,0.36359236865811334,0.6472569099501176,27.597757126703048
Baringo,2011,5,0.518293990277316,4,2011-05-01,0.41891224547100725,0.6808588180689706,37.93970038265791
Baringo,2011,6,0.5382458793202743,4,2011-06-01,0.4157968238993709,0.6760090960295103,47.05737143698713
Baringo,2011,7,0.5389331588918025,4,2011-07-01,0.41383468898637665,0.6568809541982289,51.471052145723476
Baringo,2011,8,0.6065637995775185,4,2011-08-01,0.3651680123871908,0.6362523898878232,89.04821052986152
Baringo,2011,9,0.6023990779257651,4,2011-09-01,0.3399268369502268,0.6229687961863808,92.73262582122904
Baringo,2011,10,0.5701321822324186,3,2011-10-01,0.36204249475890976,0.6051204952163741,85.60613756978881
Baringo,2011,11,0.6256651376270235,4,2011-11-01,0.4016056682389932,0.6256651376270235,100.0
Baringo,2011,12,0.6121865972549115,4,2011-12-01,0.36464652556410465,0.6298185756565067,93.35074024752944
Baringo,2012,1,0.49511545705562293,4,2012-01-01,0.343345698678003,0.5788476695610656,64.44521793534395
Baringo,2012,2,0.3985420485879439,4,2012-02-01,0.331834418673569,0.5600076826275953,29.235515484327543
Baringo,2012,3,0.36152506767151854,4,2012-03-01,0.3275550700735746,0.5706309782310001,13.975057361893573
Baringo,2012,4,0.5368506899438615,4,2012-04-01,0.36359236865811334,0.6472569099501176,61.078596745511476
Baringo,2012,5,0.6808588180689706,3,2012-05-01,0.41891224547100725,0.6808588180689706,100.0
Baringo,2012,6,0.609693957453807,4,2012-06-01,0.4157968238993709,0.6760090960295103,74.51498423466464
Baringo,2012,7,0.6168614110749667,4,2012-07-01,0.41383468898637665,0.6568809541982289,83.53418716869442
Baringo,2012,8,0.6362523898878232,4,2012-08-01,0.3651680123871908,0.6362523898878232,100.0
Baringo,2012,9,0.5851111856990551,4,2012-09-01,0.3399268369502268,0.6229687961863808,86.62473557295458
Baringo,2012,10,0.5635285961126405,4,2012-10-01,0.36204249475890976,0.6051204952163741,82.88948443484843
Baringo,2012,11,0.5590699821112955,3,2012-11-01,0.4016056682389932,0.6256651376270235,70.2779107271752
Baringo,2012,12,0.5268644904164901,4,2012-12-01,0.36464652556410465,0.6298185756565067,61.17460901171856
Baringo,2013,1,0.5009953973670523,4,2013-01-01,0.343345698678003,0.5788476695610656,66.94198698121706
Baringo,2013,2,0.420890810713632,4,2013-02-01,0.331834418673569,0.5600076826275953,39.030160894751724
Baringo,2013,3,0.4562574010830931,4,2013-03-01,0.3275550700735746,0.5706309782310001,52.94738256255566
Baringo,2013,4,0.6325903601693693,3,2013-04-01,0.36359236865811334,0.6472569099501176,94.82961468714183
Baringo,2013,5,0.6372466898390651,4,2013-05-01,0.41891224547100725,0.6808588180689706,83.35075439340005
Baringo,2013,6,0.5849339104822678,4,2013-06-01,0.4157968238993709,0.6760090960295103,64.99965785560903
Baringo,2013,7,0.5957378901365583,4,2013-07-01,0.41383468898637665,0.6568809541982289,74.84303492243545
Baringo,2013,8,0.6255502294439097,4,2013-08-01,0.3651680123871908,0.6362523898878232,96.05209250987231
Baringo,2013,9,0.5768956380849903,4,2013-09-01,0.3399268369502268,0.6229687961863808,83.72214556960806
Baringo,2013,10,0.5259345496126869,3,2013-10-01,0.36204249475890976,0.6051204952163741,67.42364777780712
Baringo,2013,11,0.572048332401294,4,2013-11-01,0.4016056682389932,0.6256651376270235,76.07027930032501
Baringo,2013,12,0.5604310770623333,4,2013-12-01,0.36464652556410465,0.6298185756565067,73.83302705922642
Baringo,2014,1,0.47688011317345114,4,2014-01-01,0.343345698678003,0.5788476695610656,56.702036927645935
Baringo,2014,2,0.40792849040971874,4,2014-02-01,0.331834418673569,0.5600076826275953,33.34924978391931
Baringo,2014,3,0.4461226431976048,4,2014-03-01,0.3275550700735746,0.5706309782310001,48.77800273289166
Baringo,2014,4,0.438765805582178,3,2014-04-01,0.36359236865811334,0.6472569099501176,26.50082262015297
Baringo,2014,5,0.47396678611454157,4,2014-05-01,0.41891224547100725,0.6808588180689706,21.017469363125528
Baringo,2014,6,0.4922287513898993,4,2014-06-01,0.4157968238993709,0.6760090960295103,29.372914223008923
Baringo,2014,7,0.48421931756306935,4,2014-07-01,0.41383468898637665,0.6568809541982289,28.959354102948943
Baringo,2014,8,0.5454777552913175,4,2014-08-01,0.3651680123871908,0.6362523898878232,66.51425086408975
Baringo,2014,9,0.5231271299479285,4,2014-09-01,0.3399268369502268,0.6229687961863808,64.72548928508861
Baringo,2014,10,0.5537038160812389,3,2014-10-01,0.36204249475890976,0.6051204952163741,78.84766246292513
Baringo,2014,11,0.5688700797857891,4,2014-11-01,0.4016056682389932,0.6256651376270235,74.65179311708728
Baringo,2014,12,0.5222012165720651,4,2014-12-01,0.36464652556410465,0.6298185756565067,59.416024785816916
Baringo,2015,1,0.4138565970399261,4,2015-01-01,0.343345698678003,0.5788476695610656,29.940682915530655
Baringo,2015,2,0.3516725512442031,4,2015-02-01,0.331834418673569,0.5600076826275953,8.694328260400926
Baringo,2015,3,0.3363637029313601,4,2015-03-01,0.3275550700735746,0.5706309782310001,3.6238197872249343
Baringo,2015,4,0.49460361940394754,3,2015-04-01,0.36359236865811334,0.6472569099501176,46.18527580116938
Baringo,2015,5,0.6062561037141423,4,2015-05-01,0.41891224547100725,0.6808588180689706,71.51987383727717
Baringo,2015,6,0.5657340894102618,4,2015-06-01,0.4157968238993709,0.6760090960295103,57.62113534595444
Baringo,2015,7,0.5174914381975431,4,2015-07-01,0.41383468898637665,0.6568809541982289,42.64897842425745
Baringo,2015,8,0.48015714007976446,4,2015-08-01,0.3651680123871908,0.6362523898878232,42.41820526610959
Baringo,2015,9,0.4017457926738769,4,2015-09-01,0.3399268369502268,0.6229687961863808,21.840915703975856
Baringo,2015,10,0.3906349064462373,3,2015-10-01,0.36204249475890976,0.6051204952163741,11.762648875471077
Baringo,2015,11,0.5533294620310358,4,2015-11-01,0.4016056682389932,0.6256651376270235,67.7158587434145
Baringo,2015,12,0.5912871404804719,4,2015-12-01,0.36464652556410465,0.6298185756565067,85.46926979573901
Baringo,2016,1,0.520716646155563,4,2016-01-01,0.343345698678003,0.5788476695610656,75.31612020590381
Baringo,2016,2,0.4184190647362713,4,2016-02-01,0.331834418673569,0.5600076826275953,37.94688499531999
Baringo,2016,3,0.39319322250027666,4,2016-03-01,0.3275550700735746,0.5706309782310001,27.003150137031362
Baringo,2016,4,0.5360238348923536,4,2016-04-01,0.36359236865811334,0.6472569099501176,60.78710629424046
Baringo,2016,5,0.6308242213083488,3,2016-05-01,0.41891224547100725,0.6808588180689706,80.8989305474078
Baringo,2016,6,0.5920334360263484,4,2016-06-01,0.4157968238993709,0.6760090960295103,67.72801708554186
