county,year,month,ndvi,n_composites,date,ndvi_min,ndvi_max,vci
Baringo,2016,7,0.590528308777496,4,2016-07-01,0.41383468898637665,0.6568809541982289,72.69958237667367
Baringo,2016,8,0.5776451662205095,4,2016-08-01,0.3651680123871908,0.6362523898878232,78.38044958264815
Baringo,2016,9,0.48339550990838936,4,2016-09-01,0.3399268369502268,0.6229687961863808,50.68812883621277
Baringo,2016,10,0.4397650055956822,4,2016-10-01,0.36204249475890976,0.6051204952163741,31.974308942191964
Baringo,2016,11,0.41350967990404414,3,2016-11-01,0.4016056682389932,0.6256651376270235,5.312880414099065
Baringo,2016,12,0.3836570806341847,4,2016-12-01,0.36464652556410465,0.6298185756565067,7.16913983334805
Baringo,2017,1,0.343345698678003,4,2017-01-01,0.343345698678003,0.5788476695610656,0.0
Baringo,2017,2,0.34271650218241057,4,2017-02-01,0.331834418673569,0.5600076826275953,4.769219373148887
Baringo,2017,3,0.3275550700735746,4,2017-03-01,0.3275550700735746,0.5706309782310001,0.0
Baringo,2017,4,0.37365924746352247,3,2017-04-01,0.36359236865811334,0.6472569099501176,3.548867531894402
Baringo,2017,5,0.5037496495424665,4,2017-05-01,0.41891224547100725,0.6808588180689706,32.387293038442614
Baringo,2017,6,0.4681485016549956,4,2017-06-01,0.4157968238993709,0.6760090960295103,20.118835029211144
Baringo,2017,7,0.5491069547650081,4,2017-07-01,0.41383468898637665,0.6568809541982289,55.65700244795816
Baringo,2017,8,0.5993469380299676,4,2017-08-01,0.3651680123871908,0.6362523898878232,86.38599088663106
Baringo,2017,9,0.576757482622301,4,2017-09-01,0.3399268369502268,0.6229687961863808,83.67333462190892
Baringo,2017,10,0.5750436669804198,3,2017-10-01,0.36204249475890976,0.6051204952163741,87.62667613714494
Baringo,2017,11,0.593974584877096,4,2017-11-01,0.4016056682389932,0.6256651376270235,85.85618682554085
Baringo,2017,12,0.4866165564709287,4,2017-12-01,0.36464652556410465,0.6298185756565067,45.99656368924338
Baringo,2018,1,0.3898164253460317,4,2018-01-01,0.343345698678003,0.5788476695610656,19.732627499369645
Baringo,2018,2,0.3607906302200098,4,2018-02-01,0.331834418673569,0.5600076826275953,12.69044893545243
Baringo,2018,3,0.5087956139555663,4,2018-03-01,0.3275550700735746,0.5706309782310001,74.56129455849371
Baringo,2018,4,0.6472569099501176,3,2018-04-01,0.36359236865811334,0.6472569099501176,100.0
Baringo,2018,5,0.6783905671129946,4,2018-05-01,0.41891224547100725,0.6808588180689706,99.05772733290758
Baringo,2018,6,0.6760090960295103,4,2018-06-01,0.4157968238993709,0.6760090960295103,100.0
Baringo,2018,7,0.6170948505743513,4,2018-07-01,0.41383468898637665,0.6568809541982289,83.63023451967143
Baringo,2018,8,0.5521400767595152,4,2018-08-01,0.3651680123871908,0.6362523898878232,68.97190686390188
Baringo,2018,9,0.5286677015378808,4,2018-09-01,0.3399268369502268,0.6229687961863808,66.68299820175405
Baringo,2018,10,0.49239773066956144,3,2018-10-01,0.36204249475890976,0.6051204952163741,53.626916325347274
Baringo,2018,11,0.4777044969753164,4,2018-11-01,0.4016056682389932,0.6256651376270235,33.96367444061642
Baringo,2018,12,0.4932768146327082,4,2018-12-01,0.36464652556410465,0.6298185756565067,48.50823796240252
Baringo,2019,1,0.4313014074107045,4,2019-01-01,0.343345698678003,0.5788476695610656,37.348183712812954
Baringo,2019,2,0.370148048394196,4,2019-02-01,0.331834418673569,0.5600076826275953,16.7914632313568
Baringo,2019,3,0.35424736958579395,4,2019-03-01,0.3275550700735746,0.5706309782310001,10.981055142220173
Baringo,2019,4,0.36359236865811334,3,2019-04-01,0.36359236865811334,0.6472569099501176,0.0
Baringo,2019,5,0.41891224547100725,4,2019-05-01,0.41891224547100725,0.6808588180689706,0.0
Baringo,2019,6,0.6085537239995643,4,2019-06-01,0.4157968238993709,0.6760090960295103,74.07679066104551
Baringo,2019,7,0.6568809541982289,4,2019-07-01,0.41383468898637665,0.6568809541982289,100.0
Baringo,2019,8,0.6299794032573761,4,2019-08-01,0.3651680123871908,0.6362523898878232,97.68596527461918
Baringo,2019,9,0.5555076486698687,4,2019-09-01,0.3399268369502268,0.6229687961863808,76.16567250362114
Baringo,2019,10,0.570467219993663,3,2019-10-01,0.36204249475890976,0.6051204952163741,85.74396894926943
Baringo,2019,11,0.6128847652750339,4,2019-11-01,0.4016056682389932,0.6256651376270235,94.29599097645978
Baringo,2019,12,0.6298185756565067,4,2019-12-01,0.36464652556410465,0.6298185756565067,100.0
Baringo,2020,1,0.5788476695610656,4,2020-01-01,0.343345698678003,0.5788476695610656,99.99999999999999
Baringo,2020,2,0.5600076826275953,4,2020-02-01,0.331834418673569,0.5600076826275953,100.0
Baringo,2020,3,0.53195302087386,4,2020-03-01,0.3275550700735746,0.5706309782310001,84.08811566299252
Baringo,2020,4,0.6041208132368521,4,2020-04-01,0.36359236865811334,0.6472569099501176,84.79327147595043
Baringo,2020,5,0.6651692186900121,3,2020-05-01,0.41891224547100725,0.6808588180689706,94.0103818792701
Baringo,2020,6,0.6575345134480951,4,2020-06-01,0.4157968238993709,0.6760090960295103,92.90018782351066
Baringo,2020,7,0.6562294515438115,4,2020-07-01,0.41383468898637665,0.6568809541982289,99.731942947632
Baringo,2020,8,0.6187697118459706,4,2020-08-01,0.3651680123871908,0.6362523898878232,93.55083527754684
Baringo,2020,9,0.6229687961863808,4,2020-09-01,0.3399268369502268,0.6229687961863808,100.0
Baringo,2020,10,0.6051204952163741,4,2020-10-01,0.36204249475890976,0.6051204952163741,100.0
Baringo,2020,11,0.620031923506171,3,2020-11-01,0.4016056682389932,0.6256651376270235,97.48583974770698
Baringo,2020,12,0.5176418547153745,4,2020-12-01,0.36464652556410465,0.6298185756565067,57.696627189010684
Baringo,2021,1,0.4353880089679742,4,2021-01-01,0.343345698678003,0.5788476695610656,39.08345647590116
Baringo,2021,2,0.40396560043053586,4,2021-02-01,0.331834418673569,0.5600076826275953,31.61245998194613
Baringo,2021,3,0.3969562046547523,4,2021-03-01,0.3275550700735746,0.5706309782310001,28.551218879425438
Baringo,2021,4,0.4500903065321555,3,2021-04-01,0.36359236865811334,0.6472569099501176,30.493038530678092
Baringo,2021,5,0.5893288545411783,4,2021-05-01,0.41891224547100725,0.6808588180689706,65.05777394985319
Baringo,2021,6,0.5224426450544809,4,2021-06-01,0.4157968238993709,0.6760090960295103,40.98416276914621
Baringo,2021,7,0.5363010886115628,4,2021-07-01,0.41383468898637665,0.6568809541982289,50.38810183667616
Baringo,2021,8,0.5658380672097337,4,2021-08-01,0.3651680123871908,0.6362523898878232,74.0249425926711
Baringo,2021,9,0.5662036205563806,4,2021-09-01,0.3399268369502268,0.6229687961863808,79.9446075828501
Baringo,2021,10,0.5438664801553411,3,2021-10-01,0.36204249475890976,0.6051204952163741,74.80067511426164
Baringo,2021,11,0.46501089208130386,4,2021-11-01,0.4016056682389932,0.6256651376270235,28.298390608300668
Baringo,2021,12,0.4119649421967337,4,2021-12-01,0.36464652556410465,0.6298185756565067,17.844420864167407
Baringo,2022,1,0.383275645434672,4,2022-01-01,0.343345698678003,0.5788476695610656,16.95524950680605
Baringo,2022,2,0.3679853648494532,4,2022-02-01,0.331834418673569,0.5600076826275953,15.84363809739257
Baringo,2022,3,0.29414935601333553,4,2022-03-01,0.3275550700735746,0.5706309782310001,-13.742914430912759
Baringo,2022,4,0.45965604682425293,3,2022-04-01,0.36359236865811334,0.6472569099501176,33.86524016311635
Baringo,2022,5,0.5559185998843501,4,2022-05-01,0.41891224547100725,0.6808588180689706,52.30316741865553
Baringo,2022,6,0.5254249344755844,4,2022-06-01,0.4157968238993709,0.6760090960295103,42.13026145107614
Baringo,2022,7,0.5092794507058549,4,2022-07-01,0.41383468898637665,0.6568809541982289,39.27020299459588
